filename,quarantined,n_problems,problems
ex_743.json,True,2,edit_5=INCONSISTENT;edit_6=INCONSISTENT
ex_748.json,False,0,
ex_749.json,False,0,
ex_752.json,False,4,edit_2=label_mismatch:True;edit_5=label_mismatch:True;edit_6=label_mismatch:True;edit_7=label_mismatch:True
ex_757.json,False,2,edit_2=label_mismatch:UNRESOLVED;edit_3=label_mismatch:UNRESOLVED
ex_760.json,False,0,
ex_771.json,True,1,edit_5=INCONSISTENT
ex_772.json,True,3,edit_2=INCONSISTENT;edit_3=INCONSISTENT;edit_4=INCONSISTENT
ex_773.json,False,0,
ex_778.json,False,0,
ex_782.json,False,0,
ex_783.json,False,0,
ex_789.json,False,0,
ex_79.json,False,0,
ex_797.json,False,0,
ex_801.json,False,0,
ex_802.json,False,1,edit_5=label_mismatch:Uncertain
ex_811.json,False,0,
ex_813.json,False,4,edit_2=label_mismatch:True;edit_4=label_mismatch:True;edit_5=label_mismatch:True;edit_6=label_mismatch:True
ex_815.json,False,0,
ex_818.json,False,0,
ex_820.json,True,1,edit_7=INCONSISTENT
ex_823.json,False,0,
ex_837.json,False,0,
ex_847.json,False,0,
ex_848.json,False,0,
ex_852.json,False,0,
ex_860.json,False,0,
ex_862.json,False,0,
ex_863.json,False,0,
ex_877.json,False,0,
ex_886.json,False,0,
ex_900.json,False,0,
ex_904.json,False,0,
ex_907.json,False,0,
ex_909.json,False,0,
ex_915.json,False,0,
ex_916.json,True,1,edit_1=INCONSISTENT
ex_924.json,True,3,edit_2=INCONSISTENT;edit_3=INCONSISTENT;edit_7=INCONSISTENT
ex_927.json,False,0,
ex_929.json,False,0,
ex_93.json,False,0,
ex_932.json,False,0,
ex_935.json,False,0,
ex_940.json,False,0,
ex_941.json,False,0,
ex_946.json,True,1,edit_3=INCONSISTENT
ex_95.json,True,1,edit_4=INCONSISTENT
ex_950.json,False,0,
ex_955.json,True,1,edit_4=INCONSISTENT
ex_956.json,False,0,
ex_957.json,False,0,
ex_959.json,False,0,
ex_977.json,True,1,edit_7=INCONSISTENT
ex_982.json,True,1,edit_4=INCONSISTENT
ex_987.json,False,0,
ex_995.json,False,0,
ex_997.json,False,0,
prev_ex_10.json,False,0,
prev_ex_102.json,False,0,
prev_ex_103.json,False,0,
prev_ex_105.json,False,1,edit_2=label_mismatch:Uncertain
prev_ex_114.json,True,1,edit_6=INCONSISTENT
prev_ex_123.json,False,0,
prev_ex_124.json,True,1,edit_5=INCONSISTENT
prev_ex_133.json,False,0,
prev_ex_152.json,True,1,edit_4=INCONSISTENT
prev_ex_160.json,True,1,edit_7=INCONSISTENT
prev_ex_174.json,False,0,
prev_ex_18.json,True,1,edit_5=INCONSISTENT
prev_ex_180.json,False,0,
prev_ex_181.json,False,0,
prev_ex_2.json,False,0,
prev_ex_20.json,True,1,edit_7=INCONSISTENT
prev_ex_206.json,False,0,
prev_ex_211.json,True,1,edit_3=INCONSISTENT
prev_ex_232.json,True,1,edit_1=INCONSISTENT
prev_ex_236.json,True,1,edit_3=INCONSISTENT
prev_ex_241.json,False,0,
prev_ex_260.json,True,2,edit_3=INCONSISTENT;edit_4=INCONSISTENT
prev_ex_273.json,False,0,
prev_ex_284.json,False,0,
prev_ex_294.json,False,0,
prev_ex_302.json,True,1,edit_3=INCONSISTENT
prev_ex_308.json,True,3,edit_2=INCONSISTENT;edit_3=INCONSISTENT;edit_4=INCONSISTENT
prev_ex_31.json,True,1,edit_3=INCONSISTENT
prev_ex_314.json,False,0,
prev_ex_315.json,False,0,
prev_ex_316.json,False,0,
prev_ex_320.json,False,0,
prev_ex_323.json,True,3,edit_1=INCONSISTENT;edit_2=INCONSISTENT;edit_6=label_mismatch:Uncertain
prev_ex_325.json,False,0,
prev_ex_328.json,False,0,
prev_ex_329.json,False,0,
prev_ex_352.json,False,1,edit_1=label_mismatch:Uncertain
prev_ex_353.json,False,0,
prev_ex_354.json,True,1,edit_7=INCONSISTENT
prev_ex_362.json,False,1,edit_5=label_mismatch:Uncertain
prev_ex_363.json,False,0,
prev_ex_365.json,False,0,
prev_ex_368.json,False,0,
prev_ex_372.json,True,1,edit_2=INCONSISTENT
prev_ex_378.json,False,0,
prev_ex_387.json,True,1,edit_4=INCONSISTENT
prev_ex_396.json,False,0,
prev_ex_397.json,True,1,edit_3=INCONSISTENT
prev_ex_406.json,False,0,
prev_ex_41.json,True,1,edit_6=INCONSISTENT
prev_ex_420.json,True,1,edit_5=INCONSISTENT
prev_ex_427.json,False,0,
prev_ex_431.json,False,0,
prev_ex_436.json,False,0,
prev_ex_447.json,False,0,
prev_ex_450.json,True,4,edit_4=INCONSISTENT;edit_5=INCONSISTENT;edit_6=INCONSISTENT;edit_7=INCONSISTENT
prev_ex_451.json,True,2,edit_3=INCONSISTENT;edit_7=INCONSISTENT
prev_ex_457.json,True,1,edit_4=INCONSISTENT
prev_ex_463.json,True,1,edit_1=INCONSISTENT
prev_ex_466.json,True,1,edit_1=INCONSISTENT
prev_ex_467.json,True,1,edit_2=INCONSISTENT
prev_ex_475.json,False,0,
prev_ex_480.json,False,0,
prev_ex_484.json,False,0,
prev_ex_494.json,False,0,
prev_ex_498.json,False,0,
prev_ex_50.json,False,0,
prev_ex_57.json,False,0,
prev_ex_59.json,False,0,
prev_ex_76.json,False,0,
prev_ex_77.json,True,1,edit_1=INCONSISTENT
prev_ex_82.json,False,0,
prev_ex_84.json,False,0,
prev_ex_85.json,True,2,edit_5=INCONSISTENT;edit_7=INCONSISTENT
prev_ex_88.json,False,0,
prev_ex_9.json,False,0,
prev_ex_99.json,True,1,edit_4=INCONSISTENT
