example_id,turn_index,edit_class,edit_class_recorded,delta_mismatch,n_unrecorded_removed,n_unrecorded_added,answer_changed,modification_type
ex_2143,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2149,1,removal,removal,False,0,0,True,FLIP
ex_2149,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2149,3,removal,removal,True,0,1,True,FLIP
ex_2149,4,removal,removal,False,0,0,True,FLIP
ex_2149,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2149,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2149,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2216,1,removal,removal,True,1,1,False,INVARIANT
ex_2216,2,removal,removal,False,0,0,False,INVARIANT
ex_2216,3,removal,removal,True,1,1,True,FLIP
ex_2216,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2216,5,removal,removal,True,1,1,False,INVARIANT
ex_2216,6,removal,removal,True,0,1,False,INVARIANT
ex_2216,7,removal,removal,False,0,0,True,FLIP
ex_2226,1,removal,removal,True,1,0,True,FLIP
ex_2226,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2226,3,removal,removal,False,0,0,True,FLIP
ex_2226,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2226,5,removal,removal,True,0,0,True,FLIP
ex_2226,6,removal,removal,False,0,0,True,FLIP
ex_2226,7,removal,add_only,True,1,0,True,FLIP
ex_223,1,removal,removal,False,0,0,True,FLIP
ex_223,2,removal,removal,False,0,0,False,INVARIANT
ex_223,3,removal,removal,False,0,0,False,INVARIANT
ex_223,4,add_only,add_only,False,0,0,False,INVARIANT
ex_223,5,removal,removal,True,1,0,True,FLIP
ex_223,6,removal,removal,False,0,0,True,FLIP
ex_223,7,removal,removal,True,1,0,True,FLIP
ex_2231,1,removal,removal,False,0,0,True,FLIP
ex_2231,2,removal,removal,False,0,0,True,FLIP
ex_2231,3,removal,removal,False,0,0,True,FLIP
ex_2231,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2231,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2231,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2231,7,removal,removal,False,0,0,True,FLIP
ex_2247,1,removal,removal,False,0,0,True,FLIP
ex_2247,2,removal,removal,False,0,0,True,FLIP
ex_2247,3,removal,removal,False,0,0,False,INVARIANT
ex_2247,4,add_only,removal,True,0,0,True,FLIP
ex_2247,5,removal,add_only,True,2,0,False,INVARIANT
ex_2247,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2247,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2250,1,removal,add_only,True,1,1,False,INVARIANT
ex_2250,2,removal,removal,False,0,0,True,FLIP
ex_2250,3,removal,removal,False,0,0,True,FLIP
ex_2250,4,removal,removal,False,0,0,True,FLIP
ex_2250,5,removal,removal,False,0,0,True,FLIP
ex_2250,6,removal,removal,False,0,0,True,FLIP
ex_2250,7,removal,removal,False,0,0,True,FLIP
ex_2267,1,removal,removal,False,0,0,False,INVARIANT
ex_2267,2,removal,removal,False,0,0,True,FLIP
ex_2267,3,removal,removal,False,0,0,True,FLIP
ex_2267,4,removal,removal,False,0,0,True,FLIP
ex_2267,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2267,6,removal,removal,False,0,0,True,FLIP
ex_2267,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2277,1,removal,removal,False,0,0,True,FLIP
ex_2277,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2277,3,removal,removal,False,0,0,True,FLIP
ex_2277,4,removal,removal,False,0,0,True,FLIP
ex_2277,5,removal,removal,False,0,0,True,FLIP
ex_2277,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2277,7,removal,removal,False,0,0,True,FLIP
ex_2283,1,removal,removal,False,0,0,False,INVARIANT
ex_2283,2,removal,removal,False,0,0,True,FLIP
ex_2283,3,removal,add_only,True,2,2,False,INVARIANT
ex_2283,4,removal,removal,False,0,0,True,FLIP
ex_2283,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2283,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2283,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2292,1,removal,add_only,True,1,0,False,INVARIANT
ex_2292,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2292,3,removal,removal,False,0,0,False,INVARIANT
ex_2292,4,removal,removal,False,0,0,True,FLIP
ex_2292,5,removal,removal,False,0,0,False,INVARIANT
ex_2292,6,removal,removal,False,0,0,False,INVARIANT
ex_2292,7,removal,removal,True,1,0,False,INVARIANT
ex_2314,1,removal,removal,False,0,0,True,FLIP
ex_2314,2,removal,removal,False,0,0,True,FLIP
ex_2314,3,removal,removal,False,0,0,True,FLIP
ex_2314,4,removal,removal,False,0,0,True,FLIP
ex_2314,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2314,6,removal,removal,False,0,0,True,FLIP
ex_2314,7,removal,removal,False,0,0,True,FLIP
ex_2315,1,removal,removal,True,0,1,True,FLIP
ex_2315,2,removal,removal,False,0,0,True,FLIP
ex_2315,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2315,4,removal,removal,False,0,0,False,INVARIANT
ex_2315,5,removal,removal,False,0,0,False,INVARIANT
ex_2315,6,removal,removal,True,1,1,True,FLIP
ex_2315,7,removal,removal,False,0,0,True,FLIP
ex_2332,1,removal,removal,False,0,0,True,FLIP
ex_2332,2,removal,removal,False,0,0,False,INVARIANT
ex_2332,3,removal,removal,False,0,0,False,INVARIANT
ex_2332,4,removal,removal,True,0,1,False,INVARIANT
ex_2332,5,removal,removal,True,0,1,False,INVARIANT
ex_2332,6,removal,removal,False,0,0,True,FLIP
ex_2332,7,removal,removal,False,0,0,True,FLIP
ex_2333,1,removal,add_only,True,1,0,False,INVARIANT
ex_2333,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2333,3,removal,removal,False,0,0,False,INVARIANT
ex_2333,4,removal,removal,True,0,1,False,INVARIANT
ex_2333,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2333,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2333,7,removal,add_only,True,1,0,False,INVARIANT
ex_2338,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2338,2,removal,removal,False,0,0,True,FLIP
ex_2338,3,removal,removal,False,0,0,True,FLIP
ex_2338,4,removal,removal,False,0,0,False,INVARIANT
ex_2338,5,removal,removal,False,0,0,True,FLIP
ex_2338,6,removal,add_only,True,1,1,False,INVARIANT
ex_2338,7,removal,removal,True,0,1,False,INVARIANT
ex_234,1,removal,removal,False,0,0,True,FLIP
ex_234,2,removal,removal,True,1,0,True,FLIP
ex_234,3,removal,removal,False,0,0,True,FLIP
ex_234,4,removal,removal,False,0,0,True,FLIP
ex_234,5,removal,removal,False,0,0,False,INVARIANT
ex_234,6,removal,removal,True,0,1,False,INVARIANT
ex_234,7,removal,removal,False,0,0,True,FLIP
ex_2349,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2349,2,removal,removal,False,0,0,True,FLIP
ex_2349,3,removal,removal,False,0,0,True,FLIP
ex_2349,4,removal,removal,False,0,0,True,FLIP
ex_2349,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2349,6,removal,removal,False,0,0,True,FLIP
ex_2349,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2375,1,removal,removal,False,0,0,True,FLIP
ex_2375,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2375,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2375,4,removal,add_only,True,2,2,False,INVARIANT
ex_2375,5,removal,removal,False,0,0,True,FLIP
ex_2375,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2375,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2386,1,removal,removal,False,0,0,True,FLIP
ex_2386,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2386,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2386,4,removal,removal,True,2,1,True,FLIP
ex_2386,5,removal,removal,False,0,0,True,FLIP
ex_2386,6,removal,removal,False,0,0,True,FLIP
ex_2386,7,removal,removal,True,0,1,False,INVARIANT
ex_2387,1,removal,removal,False,0,0,True,FLIP
ex_2387,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2387,3,removal,removal,True,0,1,True,FLIP
ex_2387,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2387,5,removal,removal,False,0,0,True,FLIP
ex_2387,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2387,7,removal,removal,False,0,0,True,FLIP
ex_2390,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2390,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2390,3,removal,removal,False,0,0,True,FLIP
ex_2390,4,removal,removal,False,0,0,False,INVARIANT
ex_2390,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2390,6,removal,removal,False,0,0,True,FLIP
ex_2390,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2416,1,removal,removal,False,0,0,True,FLIP
ex_2416,2,removal,removal,True,0,1,False,INVARIANT
ex_2416,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2416,4,removal,removal,False,0,0,True,FLIP
ex_2416,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2416,6,removal,removal,False,0,0,False,INVARIANT
ex_2416,7,removal,removal,True,1,0,True,FLIP
ex_2431,1,removal,removal,False,0,0,True,FLIP
ex_2431,2,removal,removal,False,0,0,True,FLIP
ex_2431,3,removal,removal,False,0,0,True,FLIP
ex_2431,4,removal,removal,False,0,0,False,INVARIANT
ex_2431,5,removal,removal,False,0,0,False,INVARIANT
ex_2431,6,removal,removal,False,0,0,True,FLIP
ex_2431,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2437,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2437,2,removal,removal,False,0,0,True,FLIP
ex_2437,3,removal,removal,True,1,1,True,FLIP
ex_2437,4,removal,removal,True,1,2,False,INVARIANT
ex_2437,5,removal,removal,True,1,0,True,FLIP
ex_2437,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2437,7,removal,removal,False,0,0,True,FLIP
ex_244,1,removal,add_only,True,1,1,False,INVARIANT
ex_244,2,removal,removal,False,0,0,True,FLIP
ex_244,3,removal,removal,False,0,0,True,FLIP
ex_244,4,removal,removal,True,0,1,False,INVARIANT
ex_244,5,removal,removal,False,0,0,True,FLIP
ex_244,6,add_only,add_only,False,0,0,False,INVARIANT
ex_244,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2440,1,removal,removal,False,0,0,True,FLIP
ex_2440,2,removal,add_only,True,1,0,False,INVARIANT
ex_2440,3,removal,removal,False,0,0,True,FLIP
ex_2440,4,removal,removal,True,0,1,False,INVARIANT
ex_2440,5,removal,removal,False,0,0,True,FLIP
ex_2440,6,removal,removal,False,0,0,True,FLIP
ex_2440,7,removal,add_only,True,1,1,False,INVARIANT
ex_2446,1,removal,removal,False,0,0,False,INVARIANT
ex_2446,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2446,3,removal,removal,False,0,0,True,FLIP
ex_2446,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2446,5,removal,removal,False,0,0,True,FLIP
ex_2446,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2446,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2447,1,removal,removal,False,0,0,False,INVARIANT
ex_2447,2,removal,removal,False,0,0,True,FLIP
ex_2447,3,removal,removal,False,0,0,True,FLIP
ex_2447,4,removal,removal,False,0,0,True,FLIP
ex_2447,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2447,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2447,7,add_only,add_only,False,0,0,False,INVARIANT
ex_245,1,add_only,add_only,False,0,0,False,INVARIANT
ex_245,2,removal,removal,True,0,1,False,INVARIANT
ex_245,3,removal,removal,False,0,0,True,FLIP
ex_245,4,add_only,add_only,False,0,0,False,INVARIANT
ex_245,5,add_only,add_only,False,0,0,False,INVARIANT
ex_245,6,removal,removal,False,0,0,True,FLIP
ex_245,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2451,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2451,2,removal,removal,False,0,0,False,INVARIANT
ex_2451,3,removal,removal,True,0,1,False,INVARIANT
ex_2451,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2451,5,removal,removal,True,0,1,True,FLIP
ex_2451,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2451,7,removal,removal,False,0,0,True,FLIP
ex_2457,1,removal,removal,False,0,0,False,INVARIANT
ex_2457,2,removal,removal,False,0,0,True,FLIP
ex_2457,3,removal,removal,False,0,0,True,FLIP
ex_2457,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2457,5,removal,removal,False,0,0,True,FLIP
ex_2457,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2457,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2460,1,removal,removal,False,0,0,True,FLIP
ex_2460,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2460,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2460,4,removal,removal,False,0,0,True,FLIP
ex_2460,5,removal,removal,False,0,0,True,FLIP
ex_2460,6,removal,removal,False,0,0,True,FLIP
ex_2460,7,removal,removal,False,0,0,False,INVARIANT
ex_2461,1,removal,removal,True,1,1,True,FLIP
ex_2461,2,removal,removal,False,0,0,True,FLIP
ex_2461,3,removal,removal,False,0,0,True,FLIP
ex_2461,4,removal,removal,False,0,0,True,FLIP
ex_2461,5,removal,removal,False,0,0,True,FLIP
ex_2461,6,removal,removal,True,0,1,True,FLIP
ex_2461,7,removal,removal,False,0,0,False,INVARIANT
ex_2466,1,removal,add_only,True,1,1,False,INVARIANT
ex_2466,2,removal,add_only,True,4,4,False,INVARIANT
ex_2466,3,removal,removal,True,1,1,False,INVARIANT
ex_2466,4,removal,removal,False,0,0,True,FLIP
ex_2466,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2466,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2466,7,removal,add_only,True,1,1,False,INVARIANT
ex_2471,1,removal,removal,False,0,0,True,FLIP
ex_2471,2,removal,removal,False,0,0,True,FLIP
ex_2471,3,removal,removal,True,1,2,True,FLIP
ex_2471,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2471,5,removal,removal,False,0,0,True,FLIP
ex_2471,6,removal,removal,False,0,0,True,FLIP
ex_2471,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2477,1,removal,removal,False,0,0,True,FLIP
ex_2477,2,removal,removal,False,0,0,False,INVARIANT
ex_2477,3,removal,removal,False,0,0,False,INVARIANT
ex_2477,4,removal,removal,False,0,0,True,FLIP
ex_2477,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2477,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2477,7,removal,removal,False,0,0,True,FLIP
ex_2489,1,removal,removal,False,0,0,True,FLIP
ex_2489,2,removal,removal,False,0,0,True,FLIP
ex_2489,3,removal,removal,False,0,0,True,FLIP
ex_2489,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2489,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2489,6,removal,removal,False,0,0,True,FLIP
ex_2489,7,removal,removal,False,0,0,True,FLIP
ex_2498,1,removal,removal,False,0,0,True,FLIP
ex_2498,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2498,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2498,4,removal,removal,False,0,0,True,FLIP
ex_2498,5,removal,removal,False,0,0,True,FLIP
ex_2498,6,removal,removal,False,0,0,True,FLIP
ex_2498,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2512,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2512,2,removal,removal,False,0,0,True,FLIP
ex_2512,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2512,4,removal,removal,False,0,0,True,FLIP
ex_2512,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2512,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2512,7,removal,removal,False,0,0,True,FLIP
ex_2514,1,removal,removal,True,1,2,True,FLIP
ex_2514,2,removal,removal,False,0,0,True,FLIP
ex_2514,3,removal,removal,False,0,0,False,INVARIANT
ex_2514,4,removal,removal,False,0,0,True,FLIP
ex_2514,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2514,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2514,7,removal,removal,False,0,0,False,INVARIANT
ex_2515,1,removal,removal,False,0,0,True,FLIP
ex_2515,2,removal,add_only,True,1,1,False,INVARIANT
ex_2515,3,removal,removal,True,0,1,False,INVARIANT
ex_2515,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2515,5,removal,removal,False,0,0,True,FLIP
ex_2515,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2515,7,removal,removal,False,0,0,True,FLIP
ex_252,1,add_only,add_only,False,0,0,False,INVARIANT
ex_252,2,removal,removal,True,2,2,True,FLIP
ex_252,3,add_only,add_only,False,0,0,False,INVARIANT
ex_252,4,removal,removal,False,0,0,True,FLIP
ex_252,5,removal,removal,False,0,0,True,FLIP
ex_252,6,add_only,add_only,False,0,0,False,INVARIANT
ex_252,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2524,1,removal,removal,False,0,0,True,FLIP
ex_2524,2,removal,removal,False,0,0,True,FLIP
ex_2524,3,removal,removal,False,0,0,True,FLIP
ex_2524,4,removal,removal,False,0,0,True,FLIP
ex_2524,5,removal,removal,False,0,0,True,FLIP
ex_2524,6,removal,removal,True,0,1,True,FLIP
ex_2524,7,removal,removal,False,0,0,True,FLIP
ex_2525,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2525,2,removal,removal,False,0,0,True,FLIP
ex_2525,3,removal,removal,False,0,0,False,INVARIANT
ex_2525,4,removal,removal,False,0,0,False,INVARIANT
ex_2525,5,removal,removal,False,0,0,True,FLIP
ex_2525,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2525,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2534,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2534,2,removal,removal,False,0,0,False,INVARIANT
ex_2534,3,removal,removal,False,0,0,True,FLIP
ex_2534,4,removal,removal,False,0,0,True,FLIP
ex_2534,5,removal,removal,True,0,2,True,FLIP
ex_2534,6,removal,removal,False,0,0,False,INVARIANT
ex_2534,7,removal,removal,False,0,0,True,FLIP
ex_2535,1,removal,removal,False,0,0,False,INVARIANT
ex_2535,2,removal,add_only,True,1,1,False,INVARIANT
ex_2535,3,removal,removal,False,0,0,False,INVARIANT
ex_2535,4,removal,removal,False,0,0,True,FLIP
ex_2535,5,removal,add_only,True,2,0,False,INVARIANT
ex_2535,6,removal,removal,False,0,0,True,FLIP
ex_2535,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2538,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2538,2,removal,removal,False,0,0,True,FLIP
ex_2538,3,removal,removal,False,0,0,True,FLIP
ex_2538,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2538,5,removal,removal,True,0,1,True,FLIP
ex_2538,6,removal,removal,False,0,0,False,INVARIANT
ex_2538,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2543,1,removal,removal,False,0,0,True,FLIP
ex_2543,2,removal,removal,False,0,0,False,INVARIANT
ex_2543,3,removal,removal,False,0,0,True,FLIP
ex_2543,4,removal,removal,False,0,0,True,FLIP
ex_2543,5,removal,removal,True,0,1,False,INVARIANT
ex_2543,6,removal,removal,False,0,0,False,INVARIANT
ex_2543,7,removal,removal,False,0,0,True,FLIP
ex_2549,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2549,2,removal,removal,False,0,0,True,FLIP
ex_2549,3,removal,removal,False,0,0,True,FLIP
ex_2549,4,removal,removal,True,1,0,True,FLIP
ex_2549,5,removal,removal,False,0,0,True,FLIP
ex_2549,6,removal,removal,True,2,2,True,FLIP
ex_2549,7,removal,removal,False,0,0,True,FLIP
ex_2559,1,removal,removal,False,0,0,False,INVARIANT
ex_2559,2,removal,removal,True,1,2,True,FLIP
ex_2559,3,removal,removal,False,0,0,True,FLIP
ex_2559,4,removal,removal,False,0,0,True,FLIP
ex_2559,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2559,6,removal,removal,False,0,0,True,FLIP
ex_2559,7,removal,removal,False,0,0,True,FLIP
ex_2564,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2564,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2564,3,removal,removal,False,0,0,True,FLIP
ex_2564,4,removal,removal,True,1,1,True,FLIP
ex_2564,5,removal,removal,False,0,0,True,FLIP
ex_2564,6,removal,removal,False,0,0,True,FLIP
ex_2564,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2565,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2565,2,removal,removal,True,0,1,False,INVARIANT
ex_2565,3,add_only,add_only,False,0,0,True,FLIP
ex_2565,4,removal,removal,True,0,1,False,INVARIANT
ex_2565,5,removal,removal,False,0,0,False,INVARIANT
ex_2565,6,removal,removal,True,0,1,False,INVARIANT
ex_2565,7,removal,removal,False,0,0,False,INVARIANT
ex_2572,1,removal,removal,False,0,0,True,FLIP
ex_2572,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2572,3,removal,removal,False,0,0,True,FLIP
ex_2572,4,removal,removal,False,0,0,True,FLIP
ex_2572,5,removal,removal,False,0,0,False,INVARIANT
ex_2572,6,removal,removal,False,0,0,False,INVARIANT
ex_2572,7,removal,removal,True,0,1,False,INVARIANT
ex_2575,1,removal,removal,False,0,0,False,INVARIANT
ex_2575,2,removal,removal,True,0,1,False,INVARIANT
ex_2575,3,removal,add_only,True,1,1,False,INVARIANT
ex_2575,4,removal,removal,False,0,0,True,FLIP
ex_2575,5,removal,removal,False,0,0,False,INVARIANT
ex_2575,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2575,7,add_only,add_only,False,0,0,False,INVARIANT
ex_258,1,removal,removal,True,1,1,False,INVARIANT
ex_258,2,removal,removal,False,0,0,True,FLIP
ex_258,3,removal,removal,False,0,0,True,FLIP
ex_258,4,removal,removal,True,2,0,True,FLIP
ex_258,5,removal,removal,False,0,0,True,FLIP
ex_258,6,add_only,add_only,False,0,0,False,INVARIANT
ex_258,7,removal,removal,False,0,0,True,FLIP
ex_2611,1,removal,removal,False,0,0,True,FLIP
ex_2611,2,removal,removal,False,0,0,True,FLIP
ex_2611,3,removal,removal,False,0,0,True,FLIP
ex_2611,4,removal,removal,False,0,0,True,FLIP
ex_2611,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2611,6,removal,removal,False,0,0,True,FLIP
ex_2611,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2616,1,removal,removal,False,0,0,True,FLIP
ex_2616,2,removal,removal,False,0,0,True,FLIP
ex_2616,3,removal,removal,True,1,3,False,INVARIANT
ex_2616,4,removal,removal,False,0,0,True,FLIP
ex_2616,5,removal,add_only,True,1,0,False,INVARIANT
ex_2616,6,removal,removal,False,0,0,False,INVARIANT
ex_2616,7,removal,removal,False,0,0,False,INVARIANT
ex_2617,1,removal,removal,False,0,0,True,FLIP
ex_2617,2,removal,removal,False,0,0,False,INVARIANT
ex_2617,3,removal,add_only,True,2,2,False,INVARIANT
ex_2617,4,removal,removal,False,0,0,True,FLIP
ex_2617,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2617,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2617,7,removal,removal,True,3,3,True,FLIP
ex_2621,1,removal,removal,False,0,0,True,FLIP
ex_2621,2,removal,removal,False,0,0,True,FLIP
ex_2621,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2621,4,removal,removal,False,0,0,True,FLIP
ex_2621,5,removal,removal,True,0,1,False,INVARIANT
ex_2621,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2621,7,removal,removal,False,0,0,False,INVARIANT
ex_2627,1,removal,removal,False,0,0,True,FLIP
ex_2627,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2627,3,removal,removal,False,0,0,True,FLIP
ex_2627,4,removal,removal,False,0,0,False,INVARIANT
ex_2627,5,removal,removal,False,0,0,True,FLIP
ex_2627,6,removal,removal,False,0,0,True,FLIP
ex_2627,7,removal,removal,False,0,0,True,FLIP
ex_263,1,removal,add_only,True,2,2,False,INVARIANT
ex_263,2,add_only,add_only,False,0,0,False,INVARIANT
ex_263,3,removal,removal,False,0,0,True,FLIP
ex_263,4,removal,removal,True,0,1,False,INVARIANT
ex_263,5,removal,removal,True,0,1,True,FLIP
ex_263,6,removal,removal,False,0,0,False,INVARIANT
ex_263,7,removal,removal,True,1,1,True,FLIP
ex_2651,1,removal,removal,False,0,0,False,INVARIANT
ex_2651,2,removal,removal,False,0,0,True,FLIP
ex_2651,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2651,4,removal,add_only,True,1,0,False,INVARIANT
ex_2651,5,removal,removal,True,0,0,True,FLIP
ex_2651,6,removal,removal,False,0,0,True,FLIP
ex_2651,7,removal,removal,False,0,0,False,INVARIANT
ex_2667,1,removal,removal,True,1,1,True,FLIP
ex_2667,2,removal,removal,False,0,0,True,FLIP
ex_2667,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2667,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2667,5,removal,removal,True,0,1,False,INVARIANT
ex_2667,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2667,7,removal,removal,False,0,0,True,FLIP
ex_2670,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2670,2,removal,removal,True,0,1,False,INVARIANT
ex_2670,3,removal,removal,True,1,0,True,FLIP
ex_2670,4,removal,removal,False,0,0,True,FLIP
ex_2670,5,removal,removal,False,0,0,True,FLIP
ex_2670,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2670,7,add_only,add_only,True,0,0,False,INVARIANT
ex_2676,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2676,2,removal,removal,False,0,0,False,INVARIANT
ex_2676,3,removal,removal,False,0,0,True,FLIP
ex_2676,4,removal,removal,False,0,0,True,FLIP
ex_2676,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2676,6,removal,removal,False,0,0,True,FLIP
ex_2676,7,removal,removal,False,0,0,True,FLIP
ex_2677,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2677,2,removal,removal,False,0,0,False,INVARIANT
ex_2677,3,removal,removal,False,0,0,False,INVARIANT
ex_2677,4,removal,removal,False,0,0,True,FLIP
ex_2677,5,removal,removal,False,0,0,True,FLIP
ex_2677,6,removal,removal,False,0,0,True,FLIP
ex_2677,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2694,1,removal,removal,False,0,0,True,FLIP
ex_2694,2,removal,removal,False,0,0,True,FLIP
ex_2694,3,removal,removal,True,0,3,False,INVARIANT
ex_2694,4,removal,removal,False,0,0,False,INVARIANT
ex_2694,5,removal,removal,False,0,0,True,FLIP
ex_2694,6,removal,removal,True,0,0,False,INVARIANT
ex_2694,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2695,1,removal,removal,False,0,0,True,FLIP
ex_2695,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2695,3,removal,removal,False,0,0,True,FLIP
ex_2695,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2695,5,removal,removal,False,0,0,True,FLIP
ex_2695,6,removal,removal,False,0,0,True,FLIP
ex_2695,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2703,1,removal,removal,True,0,1,False,INVARIANT
ex_2703,2,removal,removal,True,0,0,False,INVARIANT
ex_2703,3,removal,removal,False,0,0,True,FLIP
ex_2703,4,removal,add_only,True,1,1,False,INVARIANT
