example_id,original_answer,num_context_statements,num_reasoning_steps,conclusion,num_unique_predicates,edit_id,edit_number,modification_type,edit_answer,removed_facts,removed_rules,added_facts,added_rules,qwen3-235b-a22b-2507_verified,gemini-2.5-flash_verified,gpt-5-mini_verified
231,False,13,7,"If Annika is a dedicated scientist, then she will make groundbreaking discoveries and inspire others.",13,3,4,INVARIANT,False,0,1,1,2,True,True,True
231,False,13,7,"If Annika is a dedicated scientist, then she will make groundbreaking discoveries and inspire others.",13,4,5,INVARIANT,False,0,0,0,3,False,True,True
231,False,13,7,"If Annika is a dedicated scientist, then she will make groundbreaking discoveries and inspire others.",13,5,6,FLIP,True,1,0,1,0,True,True,True
231,False,13,7,"If Annika is a dedicated scientist, then she will make groundbreaking discoveries and inspire others.",13,6,7,INVARIANT,True,0,0,0,1,True,True,True
232,False,17,9,Heaven is dedicated to her craft.,17,0,1,INVARIANT,False,0,2,1,4,True,True,True
232,False,17,9,Heaven is dedicated to her craft.,17,1,2,INVARIANT,False,0,1,6,0,True,True,True
232,False,17,9,Heaven is dedicated to her craft.,17,2,3,FLIP,True,0,1,1,0,True,True,True
232,False,17,9,Heaven is dedicated to her craft.,17,3,4,FLIP,False,1,0,0,1,True,True,True
232,False,17,9,Heaven is dedicated to her craft.,17,4,5,FLIP,True,0,1,1,0,True,True,True
232,False,17,9,Heaven is dedicated to her craft.,17,5,6,INVARIANT,True,0,0,3,1,True,True,True
232,False,17,9,Heaven is dedicated to her craft.,17,6,7,FLIP,False,1,0,0,1,True,True,True
233,True,12,8,Malani makes history.,12,0,1,INVARIANT,True,0,1,2,1,True,True,True
233,True,12,8,Malani makes history.,12,1,2,FLIP,False,0,1,0,2,True,True,True
233,True,12,8,Malani makes history.,12,2,3,FLIP,True,0,1,0,1,True,True,True
233,True,12,8,Malani makes history.,12,3,4,FLIP,False,0,1,0,1,True,True,True
233,True,12,8,Malani makes history.,12,4,5,INVARIANT,False,0,0,1,2,True,True,True
233,True,12,8,Malani makes history.,12,5,6,FLIP,True,0,1,1,0,True,True,True
233,True,12,8,Malani makes history.,12,6,7,INVARIANT,True,4,0,1,3,True,True,False
234,True,12,7,Joziah is not superficial.,12,0,1,FLIP,False,0,1,2,0,True,True,True
234,True,12,7,Joziah is not superficial.,12,1,2,FLIP,True,1,0,0,1,False,True,True
234,True,12,7,Joziah is not superficial.,12,2,3,FLIP,False,0,1,0,1,True,True,True
234,True,12,7,Joziah is not superficial.,12,3,4,FLIP,True,0,1,0,1,True,True,True
234,True,12,7,Joziah is not superficial.,12,4,5,FLIP,False,1,0,0,1,True,True,True
234,True,12,7,Joziah is not superficial.,12,5,6,FLIP,True,0,1,0,1,True,True,True
234,True,12,7,Joziah is not superficial.,12,6,7,FLIP,False,0,1,0,1,True,True,True
235,True,13,7,Kenzo does not believe in sustainability.,14,0,1,INVARIANT,True,0,0,7,0,True,True,True
235,True,13,7,Kenzo does not believe in sustainability.,14,1,2,FLIP,False,0,1,1,0,True,True,True
235,True,13,7,Kenzo does not believe in sustainability.,14,2,3,INVARIANT,False,0,0,0,1,True,True,True
235,True,13,7,Kenzo does not believe in sustainability.,14,3,4,FLIP,True,1,1,1,0,True,True,True
235,True,13,7,Kenzo does not believe in sustainability.,14,4,5,FLIP,False,1,0,0,1,True,True,True
235,True,13,7,Kenzo does not believe in sustainability.,14,5,6,FLIP,True,1,1,1,1,True,True,True
235,True,13,7,Kenzo does not believe in sustainability.,14,6,7,INVARIANT,True,0,0,2,0,True,True,True
236,True,13,7,Giuliana appreciates garlic and uses it in cooking.,13,0,1,FLIP,False,1,0,2,0,True,True,True
236,True,13,7,Giuliana appreciates garlic and uses it in cooking.,13,1,2,FLIP,True,0,1,1,0,True,True,True
236,True,13,7,Giuliana appreciates garlic and uses it in cooking.,13,2,3,INVARIANT,True,0,0,1,3,True,True,True
236,True,13,7,Giuliana appreciates garlic and uses it in cooking.,13,3,4,INVARIANT,True,0,0,0,3,True,True,True
236,True,13,7,Giuliana appreciates garlic and uses it in cooking.,13,4,5,INVARIANT,True,0,0,1,1,True,True,True
236,True,13,7,Giuliana appreciates garlic and uses it in cooking.,13,5,6,FLIP,False,1,0,1,1,True,True,True
236,True,13,7,Giuliana appreciates garlic and uses it in cooking.,13,6,7,INVARIANT,False,0,0,2,1,True,True,True
237,True,15,9,Elodie appreciates nature.,17,0,1,INVARIANT,True,0,0,0,2,True,True,True
237,True,15,9,Elodie appreciates nature.,17,1,2,FLIP,False,0,1,1,0,True,True,True
237,True,15,9,Elodie appreciates nature.,17,2,3,INVARIANT,False,0,0,3,2,True,True,True
237,True,15,9,Elodie appreciates nature.,17,3,4,FLIP,True,1,0,1,1,True,True,True
237,True,15,9,Elodie appreciates nature.,17,4,5,FLIP,False,0,1,0,1,False,True,True
237,True,15,9,Elodie appreciates nature.,17,5,6,INVARIANT,False,0,1,1,2,True,True,True
237,True,15,9,Elodie appreciates nature.,17,6,7,INVARIANT,False,0,1,1,1,True,True,True
238,True,9,7,Kassidy is not adventurous.,10,0,1,INVARIANT,True,0,0,0,2,True,True,True
238,True,9,7,Kassidy is not adventurous.,10,1,2,INVARIANT,True,0,0,1,2,True,True,True
238,True,9,7,Kassidy is not adventurous.,10,2,3,FLIP,False,0,1,0,1,True,True,True
238,True,9,7,Kassidy is not adventurous.,10,3,4,FLIP,True,1,0,0,1,False,True,True
238,True,9,7,Kassidy is not adventurous.,10,4,5,FLIP,False,0,1,1,0,True,True,True
238,True,9,7,Kassidy is not adventurous.,10,5,6,FLIP,True,1,0,1,1,True,True,True
238,True,9,7,Kassidy is not adventurous.,10,6,7,INVARIANT,True,0,0,2,4,True,True,True
239,False,11,6,Jaxton does not speak ancient languages.,12,0,1,INVARIANT,False,0,1,1,1,True,True,True
239,False,11,6,Jaxton does not speak ancient languages.,12,1,2,FLIP,True,1,1,2,0,True,True,True
239,False,11,6,Jaxton does not speak ancient languages.,12,2,3,INVARIANT,True,0,1,3,2,True,True,True
239,False,11,6,Jaxton does not speak ancient languages.,12,3,4,FLIP,False,2,0,1,0,True,True,True
239,False,11,6,Jaxton does not speak ancient languages.,12,4,5,FLIP,True,0,0,0,0,True,True,True
239,False,11,6,Jaxton does not speak ancient languages.,12,5,6,FLIP,False,1,1,0,2,False,True,True
239,False,11,6,Jaxton does not speak ancient languages.,12,6,7,INVARIANT,False,0,0,1,0,True,True,True
240,False,15,8,Mavis is not rare.,15,0,1,FLIP,True,1,0,1,1,True,True,True
240,False,15,8,Mavis is not rare.,15,1,2,FLIP,False,0,1,0,1,True,True,True
240,False,15,8,Mavis is not rare.,15,2,3,INVARIANT,False,0,0,2,1,True,True,True
240,False,15,8,Mavis is not rare.,15,3,4,FLIP,True,1,1,0,1,False,True,True
240,False,15,8,Mavis is not rare.,15,4,5,INVARIANT,True,0,0,0,1,True,True,True
240,False,15,8,Mavis is not rare.,15,5,6,INVARIANT,True,0,0,1,0,True,True,True
240,False,15,8,Mavis is not rare.,15,6,7,INVARIANT,True,0,0,2,1,False,True,True
241,False,16,9,"If Mathew has experience, then he catches flounder.",16,0,1,FLIP,True,1,1,0,2,True,True,True
241,False,16,9,"If Mathew has experience, then he catches flounder.",16,1,2,INVARIANT,True,0,0,1,2,True,True,False
241,False,16,9,"If Mathew has experience, then he catches flounder.",16,2,3,INVARIANT,True,0,1,4,2,True,True,True
241,False,16,9,"If Mathew has experience, then he catches flounder.",16,3,4,INVARIANT,True,0,1,3,1,True,True,True
241,False,16,9,"If Mathew has experience, then he catches flounder.",16,4,5,FLIP,False,1,0,1,0,True,True,True
241,False,16,9,"If Mathew has experience, then he catches flounder.",16,5,6,FLIP,True,1,0,0,1,True,True,True
241,False,16,9,"If Mathew has experience, then he catches flounder.",16,6,7,INVARIANT,True,0,0,0,1,True,True,True
242,False,14,9,Puppy is skilled with a blowgun.,14,0,1,INVARIANT,False,0,0,4,0,True,True,True
242,False,14,9,Puppy is skilled with a blowgun.,14,1,2,INVARIANT,False,0,2,3,2,True,True,True
242,False,14,9,Puppy is skilled with a blowgun.,14,2,3,INVARIANT,False,0,1,0,1,True,True,True
242,False,14,9,Puppy is skilled with a blowgun.,14,3,4,FLIP,True,0,1,1,0,True,True,True
242,False,14,9,Puppy is skilled with a blowgun.,14,4,5,FLIP,False,1,0,0,1,True,True,True
242,False,14,9,Puppy is skilled with a blowgun.,14,5,6,INVARIANT,False,0,1,1,2,True,True,True
242,False,14,9,Puppy is skilled with a blowgun.,14,6,7,FLIP,True,1,1,1,1,True,True,True
243,True,15,8,Charming retains its charm.,15,0,1,INVARIANT,True,0,0,1,2,True,True,True
243,True,15,8,Charming retains its charm.,15,1,2,INVARIANT,True,0,0,2,0,False,True,True
243,True,15,8,Charming retains its charm.,15,2,3,FLIP,False,0,2,0,1,True,True,True
243,True,15,8,Charming retains its charm.,15,3,4,INVARIANT,False,0,0,1,1,True,True,True
243,True,15,8,Charming retains its charm.,15,4,5,FLIP,True,0,2,0,1,True,True,True
243,True,15,8,Charming retains its charm.,15,5,6,FLIP,False,0,1,0,1,True,True,True
243,True,15,8,Charming retains its charm.,15,6,7,INVARIANT,False,0,1,1,2,True,True,True
244,False,15,9,"If Toots dedicates himself to preserving jazz, then he will inspire new generations of musicians.",15,0,1,FLIP,True,0,1,0,1,True,True,True
244,False,15,9,"If Toots dedicates himself to preserving jazz, then he will inspire new generations of musicians.",15,1,2,INVARIANT,True,0,1,3,2,True,True,True
244,False,15,9,"If Toots dedicates himself to preserving jazz, then he will inspire new generations of musicians.",15,2,3,FLIP,False,0,1,0,1,True,True,True
244,False,15,9,"If Toots dedicates himself to preserving jazz, then he will inspire new generations of musicians.",15,3,4,FLIP,True,0,1,0,1,True,True,True
244,False,15,9,"If Toots dedicates himself to preserving jazz, then he will inspire new generations of musicians.",15,4,5,INVARIANT,True,0,1,1,1,True,True,True
244,False,15,9,"If Toots dedicates himself to preserving jazz, then he will inspire new generations of musicians.",15,5,6,INVARIANT,True,0,0,2,0,True,True,True
244,False,15,9,"If Toots dedicates himself to preserving jazz, then he will inspire new generations of musicians.",15,6,7,FLIP,False,1,2,0,1,True,True,True
245,True,12,6,Jolie is not adventurous.,12,0,1,INVARIANT,True,0,0,0,3,True,True,True
245,True,12,6,Jolie is not adventurous.,12,1,2,INVARIANT,True,0,0,0,1,True,True,True
245,True,12,6,Jolie is not adventurous.,12,2,3,FLIP,False,1,0,1,1,False,True,True
245,True,12,6,Jolie is not adventurous.,12,3,4,FLIP,True,0,1,0,1,True,True,True
245,True,12,6,Jolie is not adventurous.,12,4,5,FLIP,False,0,1,1,0,False,True,True
245,True,12,6,Jolie is not adventurous.,12,5,6,FLIP,True,1,0,2,0,True,True,True
245,True,12,6,Jolie is not adventurous.,12,6,7,FLIP,False,1,0,0,1,True,True,True
246,True,15,10,"Corbin either appreciates tradition or rejects tradition, but not both.",16,0,1,FLIP,False,0,0,0,2,True,True,True
246,True,15,10,"Corbin either appreciates tradition or rejects tradition, but not both.",16,1,2,FLIP,True,0,1,2,0,False,True,True
246,True,15,10,"Corbin either appreciates tradition or rejects tradition, but not both.",16,2,3,INVARIANT,True,0,0,4,1,False,True,True
246,True,15,10,"Corbin either appreciates tradition or rejects tradition, but not both.",16,3,4,FLIP,False,2,0,0,2,True,True,True
246,True,15,10,"Corbin either appreciates tradition or rejects tradition, but not both.",16,4,5,INVARIANT,False,0,1,2,0,True,True,True
246,True,15,10,"Corbin either appreciates tradition or rejects tradition, but not both.",16,5,6,INVARIANT,False,0,0,0,1,True,True,True
246,True,15,10,"Corbin either appreciates tradition or rejects tradition, but not both.",16,6,7,FLIP,True,0,2,0,2,True,True,True
247,False,14,7,"If Tomas is precise in his work, then he is either innovative or influential, but not both.",14,0,1,INVARIANT,False,0,0,2,2,True,True,True
247,False,14,7,"If Tomas is precise in his work, then he is either innovative or influential, but not both.",14,1,2,INVARIANT,False,0,0,5,0,True,True,True
247,False,14,7,"If Tomas is precise in his work, then he is either innovative or influential, but not both.",14,2,3,FLIP,True,1,0,1,0,True,True,True
247,False,14,7,"If Tomas is precise in his work, then he is either innovative or influential, but not both.",14,3,4,FLIP,False,1,0,0,1,False,True,True
247,False,14,7,"If Tomas is precise in his work, then he is either innovative or influential, but not both.",14,4,5,FLIP,True,0,1,1,0,True,True,True
247,False,14,7,"If Tomas is precise in his work, then he is either innovative or influential, but not both.",14,5,6,INVARIANT,True,0,0,0,2,True,True,True
247,False,14,7,"If Tomas is precise in his work, then he is either innovative or influential, but not both.",14,6,7,INVARIANT,True,0,0,0,2,True,True,True
248,False,9,6,Gracelyn forms strong bonds with her fellow petrels.,9,0,1,INVARIANT,False,0,0,0,2,False,True,True
248,False,9,6,Gracelyn forms strong bonds with her fellow petrels.,9,1,2,FLIP,True,1,0,3,1,True,True,True
248,False,9,6,Gracelyn forms strong bonds with her fellow petrels.,9,2,3,FLIP,False,1,0,0,1,False,True,True
248,False,9,6,Gracelyn forms strong bonds with her fellow petrels.,9,3,4,INVARIANT,False,0,0,2,1,True,True,True
248,False,9,6,Gracelyn forms strong bonds with her fellow petrels.,9,4,5,INVARIANT,False,0,0,1,2,True,True,True
248,False,9,6,Gracelyn forms strong bonds with her fellow petrels.,9,5,6,FLIP,True,2,2,1,0,True,True,True
248,False,9,6,Gracelyn forms strong bonds with her fellow petrels.,9,6,7,INVARIANT,True,0,0,0,1,True,True,True
249,False,13,7,Sparkles does not have healing properties.,13,0,1,FLIP,True,0,1,0,2,True,True,True
249,False,13,7,Sparkles does not have healing properties.,13,1,2,INVARIANT,True,0,0,4,0,False,True,True
249,False,13,7,Sparkles does not have healing properties.,13,2,3,FLIP,False,0,1,1,0,True,True,True
249,False,13,7,Sparkles does not have healing properties.,13,3,4,INVARIANT,False,0,0,0,2,True,True,True
249,False,13,7,Sparkles does not have healing properties.,13,4,5,INVARIANT,False,0,1,0,1,True,True,True
249,False,13,7,Sparkles does not have healing properties.,13,5,6,FLIP,True,0,1,0,1,True,True,True
249,False,13,7,Sparkles does not have healing properties.,13,6,7,INVARIANT,True,0,1,1,1,True,True,True
250,False,11,6,Reign does not reject the concept of the explanans.,11,0,1,INVARIANT,False,0,0,1,1,True,True,True
250,False,11,6,Reign does not reject the concept of the explanans.,11,1,2,FLIP,True,0,1,0,1,False,True,True
250,False,11,6,Reign does not reject the concept of the explanans.,11,2,3,FLIP,False,0,1,0,1,True,True,True
250,False,11,6,Reign does not reject the concept of the explanans.,11,3,4,INVARIANT,False,0,4,1,4,True,True,True
250,False,11,6,Reign does not reject the concept of the explanans.,11,4,5,INVARIANT,False,0,3,2,3,True,True,True
250,False,11,6,Reign does not reject the concept of the explanans.,11,5,6,INVARIANT,False,0,0,1,0,True,True,True
250,False,11,6,Reign does not reject the concept of the explanans.,11,6,7,FLIP,True,1,1,0,1,True,True,True
251,True,10,7,"Egypt is either body confident or body insecure, but not both.",10,0,1,INVARIANT,True,0,0,2,1,False,True,True
251,True,10,7,"Egypt is either body confident or body insecure, but not both.",10,1,2,FLIP,False,1,0,0,0,True,True,True
251,True,10,7,"Egypt is either body confident or body insecure, but not both.",10,2,3,FLIP,True,0,0,1,0,True,True,True
251,True,10,7,"Egypt is either body confident or body insecure, but not both.",10,3,4,FLIP,False,0,0,0,0,True,True,True
251,True,10,7,"Egypt is either body confident or body insecure, but not both.",10,4,5,INVARIANT,False,0,0,0,0,True,True,True
251,True,10,7,"Egypt is either body confident or body insecure, but not both.",10,5,6,INVARIANT,False,0,1,3,2,False,True,True
251,True,10,7,"Egypt is either body confident or body insecure, but not both.",10,6,7,INVARIANT,False,1,1,0,1,True,True,True
252,False,13,7,"If Parker is an inspiring speaker, then he either moves audiences to tears or receives standing ovations (or both).",13,0,1,FLIP,True,0,1,0,2,True,True,True
252,False,13,7,"If Parker is an inspiring speaker, then he either moves audiences to tears or receives standing ovations (or both).",13,1,2,FLIP,False,0,1,1,0,True,True,True
252,False,13,7,"If Parker is an inspiring speaker, then he either moves audiences to tears or receives standing ovations (or both).",13,2,3,INVARIANT,False,0,0,0,2,True,True,True
252,False,13,7,"If Parker is an inspiring speaker, then he either moves audiences to tears or receives standing ovations (or both).",13,3,4,FLIP,True,1,0,0,1,False,True,True
252,False,13,7,"If Parker is an inspiring speaker, then he either moves audiences to tears or receives standing ovations (or both).",13,4,5,INVARIANT,True,0,0,2,0,True,True,True
252,False,13,7,"If Parker is an inspiring speaker, then he either moves audiences to tears or receives standing ovations (or both).",13,5,6,FLIP,False,1,1,0,1,False,True,True
252,False,13,7,"If Parker is an inspiring speaker, then he either moves audiences to tears or receives standing ovations (or both).",13,6,7,FLIP,True,0,1,1,0,True,True,True
253,True,14,8,Mack will sing a serenade.,14,0,1,FLIP,False,0,0,2,0,True,True,True
253,True,14,8,Mack will sing a serenade.,14,1,2,FLIP,True,1,0,1,0,True,True,True
253,True,14,8,Mack will sing a serenade.,14,2,3,FLIP,False,0,1,0,2,True,True,True
253,True,14,8,Mack will sing a serenade.,14,3,4,FLIP,True,1,1,0,1,True,True,True
253,True,14,8,Mack will sing a serenade.,14,4,5,INVARIANT,True,0,1,1,3,True,True,True
253,True,14,8,Mack will sing a serenade.,14,5,6,INVARIANT,True,1,0,2,1,True,True,True
253,True,14,8,Mack will sing a serenade.,14,6,7,INVARIANT,True,0,0,5,3,True,True,True
254,False,11,7,Harmoni does not nourish life.,11,0,1,INVARIANT,False,0,1,1,2,True,True,True
254,False,11,7,Harmoni does not nourish life.,11,1,2,INVARIANT,False,0,1,4,1,True,True,True
254,False,11,7,Harmoni does not nourish life.,11,2,3,FLIP,True,1,0,0,1,False,True,True
254,False,11,7,Harmoni does not nourish life.,11,3,4,INVARIANT,True,0,0,3,0,True,True,True
254,False,11,7,Harmoni does not nourish life.,11,4,5,INVARIANT,True,0,1,1,1,False,True,True
254,False,11,7,Harmoni does not nourish life.,11,5,6,INVARIANT,True,0,1,1,0,False,True,True
254,False,11,7,Harmoni does not nourish life.,11,6,7,FLIP,False,1,0,2,0,True,True,True
255,False,14,9,Khai does not improve the lives of others.,14,0,1,FLIP,True,0,1,0,1,False,True,True
255,False,14,9,Khai does not improve the lives of others.,14,1,2,INVARIANT,True,0,1,0,4,False,True,True
255,False,14,9,Khai does not improve the lives of others.,14,2,3,INVARIANT,True,0,0,0,6,True,True,True
255,False,14,9,Khai does not improve the lives of others.,14,3,4,FLIP,False,1,0,1,1,True,True,True
255,False,14,9,Khai does not improve the lives of others.,14,4,5,FLIP,True,0,4,1,0,True,True,True
255,False,14,9,Khai does not improve the lives of others.,14,5,6,FLIP,False,0,2,0,1,True,True,True
255,False,14,9,Khai does not improve the lives of others.,14,6,7,INVARIANT,False,0,1,1,2,True,True,True
256,True,11,6,Alivia is not unimaginative.,11,0,1,INVARIANT,True,0,1,5,0,True,True,True
256,True,11,6,Alivia is not unimaginative.,11,1,2,INVARIANT,True,0,4,2,4,True,True,True
256,True,11,6,Alivia is not unimaginative.,11,2,3,FLIP,False,3,0,2,0,True,True,True
256,True,11,6,Alivia is not unimaginative.,11,3,4,INVARIANT,False,0,0,1,1,True,True,True
256,True,11,6,Alivia is not unimaginative.,11,4,5,INVARIANT,False,0,0,3,1,True,True,True
256,True,11,6,Alivia is not unimaginative.,11,5,6,INVARIANT,False,0,0,2,0,True,True,True
256,True,11,6,Alivia is not unimaginative.,11,6,7,FLIP,True,2,0,1,0,True,True,True
257,False,11,6,Elisa is theoretically minded.,11,0,1,FLIP,True,1,0,1,1,True,True,True
257,False,11,6,Elisa is theoretically minded.,11,1,2,FLIP,False,0,1,0,1,False,True,True
257,False,11,6,Elisa is theoretically minded.,11,2,3,INVARIANT,False,0,0,3,0,True,True,True
257,False,11,6,Elisa is theoretically minded.,11,3,4,FLIP,True,1,1,0,1,True,True,True
257,False,11,6,Elisa is theoretically minded.,11,4,5,FLIP,False,0,1,1,0,True,True,True
257,False,11,6,Elisa is theoretically minded.,11,5,6,INVARIANT,False,0,0,4,0,True,True,True
257,False,11,6,Elisa is theoretically minded.,11,6,7,INVARIANT,False,0,0,0,2,True,True,True
258,False,13,8,Rylee does not become a local ambassador.,15,0,1,INVARIANT,False,0,1,4,2,True,True,True
258,False,13,8,Rylee does not become a local ambassador.,15,1,2,FLIP,True,0,1,0,1,True,True,True
258,False,13,8,Rylee does not become a local ambassador.,15,2,3,INVARIANT,True,0,0,0,1,True,True,True
258,False,13,8,Rylee does not become a local ambassador.,15,3,4,INVARIANT,True,0,0,0,2,False,True,True
258,False,13,8,Rylee does not become a local ambassador.,15,4,5,FLIP,False,0,1,1,0,True,True,True
258,False,13,8,Rylee does not become a local ambassador.,15,5,6,INVARIANT,False,0,0,3,1,True,True,True
258,False,13,8,Rylee does not become a local ambassador.,15,6,7,FLIP,True,1,0,0,1,True,True,True
259,False,16,10,"If Samson owns a propane business or has propane expertise, then he provides reliable service.",16,0,1,INVARIANT,False,0,0,2,1,False,True,True
259,False,16,10,"If Samson owns a propane business or has propane expertise, then he provides reliable service.",16,1,2,FLIP,True,2,0,1,0,False,True,True
259,False,16,10,"If Samson owns a propane business or has propane expertise, then he provides reliable service.",16,2,3,FLIP,False,1,0,1,0,True,True,True
259,False,16,10,"If Samson owns a propane business or has propane expertise, then he provides reliable service.",16,3,4,INVARIANT,False,0,0,3,5,True,True,True
259,False,16,10,"If Samson owns a propane business or has propane expertise, then he provides reliable service.",16,4,5,FLIP,True,0,2,0,0,True,True,True
259,False,16,10,"If Samson owns a propane business or has propane expertise, then he provides reliable service.",16,5,6,INVARIANT,True,0,1,1,1,True,True,True
259,False,16,10,"If Samson owns a propane business or has propane expertise, then he provides reliable service.",16,6,7,INVARIANT,True,0,0,0,1,False,True,True
260,True,12,7,"If Theodora has lungs and can breathe air, then she can survive out of water.",12,0,1,FLIP,False,1,0,3,0,True,True,True
260,True,12,7,"If Theodora has lungs and can breathe air, then she can survive out of water.",12,1,2,INVARIANT,False,0,0,4,0,True,True,True
260,True,12,7,"If Theodora has lungs and can breathe air, then she can survive out of water.",12,2,3,FLIP,True,4,0,0,1,True,True,True
260,True,12,7,"If Theodora has lungs and can breathe air, then she can survive out of water.",12,3,4,FLIP,False,0,1,0,1,True,True,True
260,True,12,7,"If Theodora has lungs and can breathe air, then she can survive out of water.",12,4,5,INVARIANT,False,0,1,0,1,True,True,True
260,True,12,7,"If Theodora has lungs and can breathe air, then she can survive out of water.",12,5,6,FLIP,True,0,2,0,1,True,True,True
260,True,12,7,"If Theodora has lungs and can breathe air, then she can survive out of water.",12,6,7,FLIP,False,0,1,1,0,True,True,True
261,False,16,9,Addison is not brilliant.,17,0,1,FLIP,True,0,1,0,1,True,True,True
261,False,16,9,Addison is not brilliant.,17,1,2,FLIP,False,1,0,1,0,True,True,True
261,False,16,9,Addison is not brilliant.,17,2,3,FLIP,True,1,0,0,1,False,True,True
261,False,16,9,Addison is not brilliant.,17,3,4,FLIP,False,1,0,0,1,False,True,True
261,False,16,9,Addison is not brilliant.,17,4,5,INVARIANT,False,0,0,1,1,False,True,True
261,False,16,9,Addison is not brilliant.,17,5,6,FLIP,True,0,2,1,0,True,True,True
261,False,16,9,Addison is not brilliant.,17,6,7,INVARIANT,True,0,0,1,1,True,True,True
262,False,12,7,Atharv is good at fixing things.,12,0,1,INVARIANT,False,0,0,0,1,True,True,True
262,False,12,7,Atharv is good at fixing things.,12,1,2,INVARIANT,False,0,0,2,3,True,True,True
262,False,12,7,Atharv is good at fixing things.,12,2,3,FLIP,True,1,3,2,1,False,True,True
262,False,12,7,Atharv is good at fixing things.,12,3,4,FLIP,False,0,1,0,0,True,True,True
262,False,12,7,Atharv is good at fixing things.,12,4,5,INVARIANT,False,0,0,0,3,True,True,True
262,False,12,7,Atharv is good at fixing things.,12,5,6,INVARIANT,False,0,0,0,1,True,True,True
262,False,12,7,Atharv is good at fixing things.,12,6,7,FLIP,True,2,0,0,1,False,True,True
263,False,12,7,Sierra is rebellious.,12,0,1,INVARIANT,False,0,1,1,1,True,True,True
263,False,12,7,Sierra is rebellious.,12,1,2,FLIP,True,0,1,1,1,False,True,True
263,False,12,7,Sierra is rebellious.,12,2,3,FLIP,False,1,1,1,1,True,True,True
263,False,12,7,Sierra is rebellious.,12,3,4,FLIP,True,1,1,0,1,True,True,True
263,False,12,7,Sierra is rebellious.,12,4,5,FLIP,False,0,1,1,0,True,True,True
263,False,12,7,Sierra is rebellious.,12,5,6,FLIP,True,0,1,0,1,True,True,True
263,False,12,7,Sierra is rebellious.,12,6,7,FLIP,False,0,1,0,1,True,True,True
264,True,15,9,"If Yousef masters cheesemaking, then he can either create unique flavors or attract a large following, but not both.",15,0,1,FLIP,False,0,1,0,2,False,True,True
264,True,15,9,"If Yousef masters cheesemaking, then he can either create unique flavors or attract a large following, but not both.",15,1,2,FLIP,True,0,1,0,1,True,True,True
264,True,15,9,"If Yousef masters cheesemaking, then he can either create unique flavors or attract a large following, but not both.",15,2,3,FLIP,False,0,1,1,0,True,True,True
264,True,15,9,"If Yousef masters cheesemaking, then he can either create unique flavors or attract a large following, but not both.",15,3,4,INVARIANT,False,1,0,3,0,True,True,True
264,True,15,9,"If Yousef masters cheesemaking, then he can either create unique flavors or attract a large following, but not both.",15,4,5,FLIP,True,1,1,0,0,True,True,True
264,True,15,9,"If Yousef masters cheesemaking, then he can either create unique flavors or attract a large following, but not both.",15,5,6,FLIP,False,0,1,0,1,True,True,True
264,True,15,9,"If Yousef masters cheesemaking, then he can either create unique flavors or attract a large following, but not both.",15,6,7,INVARIANT,False,0,0,0,1,True,True,True
265,True,14,8,"If Alexis is a creative baker, then she either makes unique pastries or brings joy to customers (or both).",14,0,1,INVARIANT,True,0,0,0,2,True,True,True
265,True,14,8,"If Alexis is a creative baker, then she either makes unique pastries or brings joy to customers (or both).",14,1,2,INVARIANT,True,0,0,7,0,True,True,True
265,True,14,8,"If Alexis is a creative baker, then she either makes unique pastries or brings joy to customers (or both).",14,2,3,FLIP,False,1,2,2,0,True,True,True
265,True,14,8,"If Alexis is a creative baker, then she either makes unique pastries or brings joy to customers (or both).",14,3,4,FLIP,True,1,0,0,1,False,True,True
265,True,14,8,"If Alexis is a creative baker, then she either makes unique pastries or brings joy to customers (or both).",14,4,5,INVARIANT,True,0,1,1,2,False,True,True
265,True,14,8,"If Alexis is a creative baker, then she either makes unique pastries or brings joy to customers (or both).",14,5,6,INVARIANT,True,0,2,0,4,True,True,True
265,True,14,8,"If Alexis is a creative baker, then she either makes unique pastries or brings joy to customers (or both).",14,6,7,FLIP,False,1,1,1,0,True,True,True
266,True,12,6,Canaan does not earn the respect of his peers.,12,0,1,FLIP,False,0,1,1,0,True,True,True
266,True,12,6,Canaan does not earn the respect of his peers.,12,1,2,INVARIANT,False,0,1,1,1,True,True,True
266,True,12,6,Canaan does not earn the respect of his peers.,12,2,3,INVARIANT,False,0,1,1,2,True,True,True
266,True,12,6,Canaan does not earn the respect of his peers.,12,3,4,FLIP,True,1,0,1,1,False,True,True
266,True,12,6,Canaan does not earn the respect of his peers.,12,4,5,INVARIANT,True,0,1,0,3,False,True,True
266,True,12,6,Canaan does not earn the respect of his peers.,12,5,6,FLIP,False,0,2,0,1,True,True,True
266,True,12,6,Canaan does not earn the respect of his peers.,12,6,7,INVARIANT,False,0,0,0,1,True,True,True
267,True,14,7,Jaxxon has a wild spirit.,14,0,1,INVARIANT,True,0,1,2,1,True,True,True
267,True,14,7,Jaxxon has a wild spirit.,14,1,2,INVARIANT,True,0,0,0,1,True,True,True
267,True,14,7,Jaxxon has a wild spirit.,14,2,3,FLIP,False,0,1,1,1,True,True,True
267,True,14,7,Jaxxon has a wild spirit.,14,3,4,INVARIANT,False,0,1,2,0,True,True,True
267,True,14,7,Jaxxon has a wild spirit.,14,4,5,FLIP,True,0,1,0,1,True,True,True
