model_name,model_short,task_type,operation_type,accuracy,total_count,correct_count
openai/gpt-5-nano,gpt-5-nano,implicit,Removing,0.5833333333333334,48,28
openai/gpt-5-nano,gpt-5-nano,implicit_no_correction,Adding,0.8569794050343249,874,749
openai/gpt-5-nano,gpt-5-nano,implicit_no_correction,Mixed,0.8161843515541265,1866,1523
openai/gpt-5-nano,gpt-5-nano,implicit_no_correction,Other,0.6666666666666666,12,8
openai/gpt-5-nano,gpt-5-nano,implicit_no_correction,Removing,0.7291666666666666,48,35
openai/gpt-5-nano,gpt-5-nano,implicit_no_reasoning,Adding,0.8592677345537757,874,751
openai/gpt-5-nano,gpt-5-nano,implicit_no_reasoning,Mixed,0.8172561629153269,1866,1525
openai/gpt-5-nano,gpt-5-nano,implicit_no_reasoning,Other,0.75,12,9
openai/gpt-5-nano,gpt-5-nano,implicit_no_reasoning,Removing,0.75,48,36
openai/gpt-5-nano,gpt-5-nano,implicit_no_reasoning_no_correction,Adding,0.8421052631578947,874,736
openai/gpt-5-nano,gpt-5-nano,implicit_no_reasoning_no_correction,Mixed,0.8027867095391211,1866,1498
openai/gpt-5-nano,gpt-5-nano,implicit_no_reasoning_no_correction,Other,0.6666666666666666,12,8
openai/gpt-5-nano,gpt-5-nano,implicit_no_reasoning_no_correction,Removing,0.625,48,30
openai/gpt-oss-120b,gpt-oss-120b,explicit,Adding,0.7139588100686499,874,624
openai/gpt-oss-120b,gpt-oss-120b,explicit,Mixed,0.7143622722400857,1866,1333
openai/gpt-oss-120b,gpt-oss-120b,explicit,Other,0.25,12,3
openai/gpt-oss-120b,gpt-oss-120b,explicit,Removing,0.3125,48,15
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_correction,Adding,0.6407322654462243,874,560
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_correction,Mixed,0.6789924973204716,1866,1267
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_correction,Other,0.0,12,0
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_correction,Removing,0.3333333333333333,48,16
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_reasoning,Adding,0.7356979405034325,874,643
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_reasoning,Mixed,0.6891747052518756,1866,1286
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_reasoning,Other,0.16666666666666666,12,2
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_reasoning,Removing,0.2916666666666667,48,14
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_reasoning_no_correction,Adding,0.6384439359267735,874,558
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_reasoning_no_correction,Mixed,0.6580921757770632,1866,1228
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_reasoning_no_correction,Other,0.0,12,0
openai/gpt-oss-120b,gpt-oss-120b,explicit_no_reasoning_no_correction,Removing,0.3333333333333333,48,16
openai/gpt-oss-120b,gpt-oss-120b,implicit,Adding,0.9130434782608695,874,798
openai/gpt-oss-120b,gpt-oss-120b,implicit,Mixed,0.8896034297963559,1866,1660
openai/gpt-oss-120b,gpt-oss-120b,implicit,Other,0.75,12,9
openai/gpt-oss-120b,gpt-oss-120b,implicit,Removing,0.7708333333333334,48,37
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_correction,Adding,0.9038901601830663,874,790
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_correction,Mixed,0.8960342979635584,1866,1672
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_correction,Other,0.6666666666666666,12,8
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_correction,Removing,0.8125,48,39
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_reasoning,Adding,0.9096109839816934,874,795
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_reasoning,Mixed,0.8928188638799571,1866,1666
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_reasoning,Other,0.75,12,9
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_reasoning,Removing,0.8958333333333334,48,43
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_reasoning_no_correction,Adding,0.8958810068649885,874,783
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_reasoning_no_correction,Mixed,0.8772775991425509,1866,1637
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_reasoning_no_correction,Other,0.6666666666666666,12,8
openai/gpt-oss-120b,gpt-oss-120b,implicit_no_reasoning_no_correction,Removing,0.7708333333333334,48,37
openai/gpt-oss-20b,gpt-oss-20b,explicit,Adding,0.5308924485125858,874,464
openai/gpt-oss-20b,gpt-oss-20b,explicit,Mixed,0.5734190782422294,1866,1070
openai/gpt-oss-20b,gpt-oss-20b,explicit,Other,0.16666666666666666,12,2
openai/gpt-oss-20b,gpt-oss-20b,explicit,Removing,0.16666666666666666,48,8
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_correction,Adding,0.4576659038901602,874,400
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_correction,Mixed,0.5401929260450161,1866,1008
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_correction,Other,0.08333333333333333,12,1
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_correction,Removing,0.20833333333333334,48,10
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_reasoning,Adding,0.528604118993135,874,462
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_reasoning,Mixed,0.5541264737406216,1866,1034
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_reasoning,Other,0.3333333333333333,12,4
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_reasoning,Removing,0.2708333333333333,48,13
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_reasoning_no_correction,Adding,0.4496567505720824,874,393
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_reasoning_no_correction,Mixed,0.5171489817792069,1866,965
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_reasoning_no_correction,Other,0.08333333333333333,12,1
openai/gpt-oss-20b,gpt-oss-20b,explicit_no_reasoning_no_correction,Removing,0.22916666666666666,48,11
openai/gpt-oss-20b,gpt-oss-20b,implicit,Adding,0.9107551487414187,874,796
openai/gpt-oss-20b,gpt-oss-20b,implicit,Mixed,0.8665594855305466,1866,1617
openai/gpt-oss-20b,gpt-oss-20b,implicit,Other,0.6666666666666666,12,8
openai/gpt-oss-20b,gpt-oss-20b,implicit,Removing,0.7708333333333334,48,37
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_correction,Adding,0.8810068649885584,874,770
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_correction,Mixed,0.8606645230439443,1866,1606
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_correction,Other,0.6666666666666666,12,8
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_correction,Removing,0.7916666666666666,48,38
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_reasoning,Adding,0.9084668192219679,874,794
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_reasoning,Mixed,0.8735262593783494,1866,1630
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_reasoning,Other,0.75,12,9
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_reasoning,Removing,0.7291666666666666,48,35
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_reasoning_no_correction,Adding,0.8924485125858124,874,780
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_reasoning_no_correction,Mixed,0.8612004287245445,1866,1607
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_reasoning_no_correction,Other,0.6666666666666666,12,8
openai/gpt-oss-20b,gpt-oss-20b,implicit_no_reasoning_no_correction,Removing,0.8125,48,39
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit,Adding,0.6716247139588101,874,587
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit,Mixed,0.7004287245444801,1866,1307
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit,Other,0.25,12,3
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit,Removing,0.4791666666666667,48,23
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_correction,Adding,0.6121281464530892,874,535
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_correction,Mixed,0.6854233654876741,1866,1279
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_correction,Other,0.3333333333333333,12,4
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_correction,Removing,0.3333333333333333,48,16
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_reasoning,Adding,0.6338672768878718,874,554
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_reasoning,Mixed,0.6371918542336549,1866,1189
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_reasoning,Other,0.4166666666666667,12,5
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_reasoning,Removing,0.3333333333333333,48,16
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_reasoning_no_correction,Adding,0.34324942791762014,874,300
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_reasoning_no_correction,Mixed,0.36977491961414793,1866,690
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_reasoning_no_correction,Other,0.08333333333333333,12,1
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,explicit_no_reasoning_no_correction,Removing,0.16666666666666666,48,8
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit,Adding,0.8913043478260869,874,779
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit,Mixed,0.8590568060021436,1866,1603
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit,Other,0.75,12,9
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit,Removing,0.7916666666666666,48,38
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_correction,Adding,0.8535469107551488,874,746
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_correction,Mixed,0.812433011789925,1866,1516
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_correction,Other,0.6666666666666666,12,8
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_correction,Removing,0.75,48,36
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_reasoning,Adding,0.8890160183066361,874,777
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_reasoning,Mixed,0.8472668810289389,1866,1581
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_reasoning,Other,0.75,12,9
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_reasoning,Removing,0.75,48,36
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_reasoning_no_correction,Adding,0.7459954233409611,874,652
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_reasoning_no_correction,Mixed,0.7277599142550911,1866,1358
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_reasoning_no_correction,Other,0.5,12,6
qwen/qwen-2.5-coder-32b-instruct,qwen-2.5-coder-32b-instruct,implicit_no_reasoning_no_correction,Removing,0.6666666666666666,48,32
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit,Adding,0.7688787185354691,874,672
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit,Mixed,0.7834941050375134,1866,1462
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit,Other,0.25,12,3
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit,Removing,0.2916666666666667,48,14
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_correction,Adding,0.6567505720823799,874,574
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_correction,Mixed,0.7384780278670954,1866,1378
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_correction,Other,0.0,12,0
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_correction,Removing,0.2916666666666667,48,14
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_reasoning,Adding,0.7986270022883295,874,698
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_reasoning,Mixed,0.7491961414790996,1866,1398
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_reasoning,Other,0.3333333333333333,12,4
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_reasoning,Removing,0.3541666666666667,48,17
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_reasoning_no_correction,Adding,0.6624713958810069,874,579
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_reasoning_no_correction,Mixed,0.7068595927116827,1866,1319
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_reasoning_no_correction,Other,0.08333333333333333,12,1
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,explicit_no_reasoning_no_correction,Removing,0.2708333333333333,48,13
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit,Adding,0.9576659038901602,874,837
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit,Mixed,0.9094319399785638,1866,1697
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit,Other,0.6666666666666666,12,8
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit,Removing,0.8333333333333334,48,40
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_correction,Adding,0.9187643020594966,874,803
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_correction,Mixed,0.8954983922829582,1866,1671
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_correction,Other,0.5833333333333334,12,7
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_correction,Removing,0.8333333333333334,48,40
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_reasoning,Adding,0.9473684210526315,874,828
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_reasoning,Mixed,0.902465166130761,1866,1684
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_reasoning,Other,0.8333333333333334,12,10
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_reasoning,Removing,0.8333333333333334,48,40
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_reasoning_no_correction,Adding,0.9210526315789473,874,805
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_reasoning_no_correction,Mixed,0.8992497320471597,1866,1678
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_reasoning_no_correction,Other,0.5833333333333334,12,7
qwen/qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,implicit_no_reasoning_no_correction,Removing,0.8541666666666666,48,41
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit,Adding,0.32608695652173914,874,285
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit,Mixed,0.22936763129689175,1866,428
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit,Other,0.08333333333333333,12,1
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit,Removing,0.0625,48,3
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_correction,Adding,0.2929061784897025,874,256
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_correction,Mixed,0.2422293676312969,1866,452
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_correction,Other,0.25,12,3
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_correction,Removing,0.08333333333333333,48,4
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_reasoning,Adding,0.26887871853546913,874,235
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_reasoning,Mixed,0.20257234726688103,1866,378
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_reasoning,Other,0.16666666666666666,12,2
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_reasoning,Removing,0.0625,48,3
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_reasoning_no_correction,Adding,0.2768878718535469,874,242
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_reasoning_no_correction,Mixed,0.26259378349410506,1866,490
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_reasoning_no_correction,Other,0.16666666666666666,12,2
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,explicit_no_reasoning_no_correction,Removing,0.0,48,0
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit,Adding,0.6990846681922197,874,611
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit,Mixed,0.5744908896034298,1866,1072
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit,Other,0.25,12,3
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit,Removing,0.5,48,24
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_correction,Adding,0.6498855835240275,874,568
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_correction,Mixed,0.6254019292604501,1866,1167
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_correction,Other,0.5833333333333334,12,7
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_correction,Removing,0.5208333333333334,48,25
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_reasoning,Adding,0.665903890160183,874,582
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_reasoning,Mixed,0.5498392282958199,1866,1026
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_reasoning,Other,0.25,12,3
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_reasoning,Removing,0.5,48,24
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_reasoning_no_correction,Adding,0.631578947368421,874,552
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_reasoning_no_correction,Mixed,0.5943193997856377,1866,1109
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_reasoning_no_correction,Other,0.5,12,6
qwen/qwen3-235b-a22b-thinking-2507,qwen3-235b-a22b-thinking-2507,implicit_no_reasoning_no_correction,Removing,0.4166666666666667,48,20
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit,Adding,0.4988558352402746,874,436
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit,Mixed,0.5342979635584137,1866,997
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit,Other,0.4166666666666667,12,5
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit,Removing,0.2708333333333333,48,13
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_correction,Adding,0.4805491990846682,874,420
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_correction,Mixed,0.5541264737406216,1866,1034
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_correction,Other,0.16666666666666666,12,2
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_correction,Removing,0.3333333333333333,48,16
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_reasoning,Adding,0.4691075514874142,874,410
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_reasoning,Mixed,0.5176848874598071,1866,966
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_reasoning,Other,0.4166666666666667,12,5
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_reasoning,Removing,0.3541666666666667,48,17
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_reasoning_no_correction,Adding,0.4416475972540046,874,386
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_reasoning_no_correction,Mixed,0.5219721329046088,1866,974
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_reasoning_no_correction,Other,0.3333333333333333,12,4
qwen/qwen3-30b-a3b,qwen3-30b-a3b,explicit_no_reasoning_no_correction,Removing,0.2708333333333333,48,13
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit,Adding,0.8627002288329519,874,754
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit,Mixed,0.7668810289389068,1866,1431
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit,Other,0.6666666666666666,12,8
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit,Removing,0.75,48,36
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_correction,Adding,0.8501144164759725,874,743
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_correction,Mixed,0.7802786709539121,1866,1456
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_correction,Other,0.5,12,6
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_correction,Removing,0.6041666666666666,48,29
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_reasoning,Adding,0.8318077803203662,874,727
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_reasoning,Mixed,0.747588424437299,1866,1395
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_reasoning,Other,0.5833333333333334,12,7
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_reasoning,Removing,0.6666666666666666,48,32
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_reasoning_no_correction,Adding,0.7894736842105263,874,690
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_reasoning_no_correction,Mixed,0.7304394426580921,1866,1363
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_reasoning_no_correction,Other,0.6666666666666666,12,8
qwen/qwen3-30b-a3b,qwen3-30b-a3b,implicit_no_reasoning_no_correction,Removing,0.6041666666666666,48,29
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit,Adding,0.6453089244851259,874,564
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit,Mixed,0.6130760986066452,1866,1144
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit,Other,0.5,12,6
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit,Removing,0.3541666666666667,48,17
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_correction,Adding,0.49084668192219677,874,429
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_correction,Mixed,0.5884244372990354,1866,1098
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_correction,Other,0.25,12,3
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_correction,Removing,0.3541666666666667,48,17
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_reasoning,Adding,0.61441647597254,874,537
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_reasoning,Mixed,0.5927116827438371,1866,1106
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_reasoning,Other,0.4166666666666667,12,5
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_reasoning,Removing,0.3541666666666667,48,17
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_reasoning_no_correction,Adding,0.4874141876430206,874,426
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_reasoning_no_correction,Mixed,0.5519828510182208,1866,1030
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_reasoning_no_correction,Other,0.25,12,3
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,explicit_no_reasoning_no_correction,Removing,0.25,48,12
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit,Adding,0.9073226544622426,874,793
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit,Mixed,0.8815648445873526,1866,1645
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit,Other,0.6666666666666666,12,8
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit,Removing,0.8333333333333334,48,40
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_correction,Adding,0.9004576659038902,874,787
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_correction,Mixed,0.8896034297963559,1866,1660
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_correction,Other,0.5833333333333334,12,7
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_correction,Removing,0.8125,48,39
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_reasoning,Adding,0.9290617848970252,874,812
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_reasoning,Mixed,0.879957127545552,1866,1642
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_reasoning,Other,0.5833333333333334,12,7
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_reasoning,Removing,0.8541666666666666,48,41
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_reasoning_no_correction,Adding,0.879862700228833,874,769
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_reasoning_no_correction,Mixed,0.860128617363344,1866,1605
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_reasoning_no_correction,Other,0.6666666666666666,12,8
