filename,total_entries,qwen/qwen3-235b-a22b-2507,google/gemini-2.5-flash,openai/gpt-5-mini,majority
ex_2165.json,7,0,1,1,True
ex_263.json,7,1,1,1,True
ex_633.json,7,0,1,0,False
ex_14.json,7,0,1,0,False
prev_ex_378.json,7,1,1,1,True
ex_3774.json,7,0,1,0,False
prev_ex_114.json,7,0,1,1,True
prev_ex_397.json,7,1,1,1,True
ex_1749.json,7,0,0,0,False
ex_1525.json,7,0,1,1,True
ex_3518.json,7,1,1,0,True
ex_326.json,7,1,1,1,True
ex_2077.json,7,0,0,0,False
ex_2427.json,7,0,0,0,False
ex_43.json,7,0,0,1,False
ex_1876.json,7,1,0,1,True
prev_ex_143.json,7,0,0,0,False
ex_664.json,7,0,1,1,True
ex_3959.json,7,0,1,0,False
ex_721.json,7,0,1,1,True
ex_1437.json,7,0,1,1,True
ex_408.json,7,0,0,0,False
ex_234.json,7,0,1,1,True
ex_1088.json,7,0,1,0,False
ex_1155.json,7,1,1,1,True
ex_1122.json,7,0,1,1,True
ex_3538.json,7,0,0,0,False
ex_2283.json,7,1,1,1,True
prev_ex_99.json,7,0,1,1,True
ex_306.json,7,0,0,1,False
ex_2796.json,7,0,0,0,False
ex_2779.json,7,1,1,1,True
ex_1440.json,7,0,1,1,True
ex_3884.json,7,0,1,1,True
ex_1010.json,7,1,1,1,True
prev_ex_358.json,7,0,0,0,False
prev_ex_76.json,7,0,1,1,True
ex_2515.json,7,0,1,1,True
ex_1786.json,7,1,1,0,True
ex_1293.json,7,0,1,0,False
ex_2145.json,7,0,0,0,False
ex_3611.json,7,0,1,1,True
ex_243.json,7,0,1,0,False
ex_3580.json,7,0,1,0,False
ex_886.json,7,1,1,1,True
ex_1047.json,7,0,1,0,False
ex_1417.json,7,0,0,0,False
ex_214.json,7,0,0,1,False
ex_2684.json,7,0,0,0,False
ex_2000.json,7,0,1,0,False
ex_3979.json,7,0,1,1,True
ex_2329.json,7,0,1,0,False
ex_1381.json,7,0,1,0,False
ex_1944.json,7,0,1,1,True
ex_3646.json,7,0,0,0,False
ex_428.json,7,1,1,1,True
ex_3579.json,7,1,1,1,True
ex_2811.json,7,0,0,1,False
ex_717.json,7,0,1,0,False
ex_2692.json,7,0,0,0,False
ex_644.json,7,0,1,1,True
ex_652.json,7,0,1,1,True
ex_1817.json,7,0,1,1,True
ex_347.json,7,0,0,0,False
ex_2738.json,7,0,0,0,False
ex_1401.json,7,0,1,0,False
ex_1378.json,7,0,1,1,True
ex_2387.json,7,0,1,1,True
ex_3715.json,7,0,1,1,True
prev_ex_2.json,7,0,1,1,True
ex_1682.json,7,0,1,0,False
ex_982.json,7,0,1,1,True
ex_594.json,7,1,1,0,True
ex_2807.json,7,0,1,1,True
ex_740.json,7,0,1,1,True
ex_2041.json,7,0,1,1,True
ex_2295.json,7,0,0,0,False
ex_1513.json,7,0,1,1,True
ex_1006.json,7,0,1,1,True
ex_3938.json,7,0,1,1,True
ex_1728.json,7,0,1,0,False
ex_1905.json,7,0,1,1,True
ex_1456.json,7,0,1,1,True
ex_255.json,7,0,0,0,False
ex_1143.json,7,0,1,1,True
ex_469.json,7,1,1,1,True
prev_ex_437.json,7,0,0,0,False
ex_3943.json,7,0,1,0,False
ex_3742.json,7,0,1,1,True
ex_3607.json,7,0,1,0,False
ex_59.json,7,0,1,1,True
prev_ex_335.json,7,0,0,0,False
ex_2651.json,7,0,1,1,True
ex_2446.json,7,0,1,1,True
ex_3806.json,7,0,1,1,True
ex_2201.json,7,0,0,0,False
ex_1991.json,7,1,1,1,True
ex_691.json,7,0,1,1,True
ex_2714.json,7,0,0,0,False
ex_1568.json,7,1,1,1,True
ex_3555.json,7,0,0,0,False
ex_1138.json,7,0,0,0,False
ex_1641.json,7,0,0,0,False
ex_3739.json,7,0,0,0,False
ex_2082.json,7,1,1,1,True
ex_629.json,7,0,1,1,True
ex_1704.json,7,0,1,0,False
ex_941.json,7,0,1,1,True
ex_3914.json,7,0,1,1,True
ex_3693.json,7,0,0,0,False
ex_557.json,7,0,0,0,False
ex_2578.json,7,0,1,0,False
ex_783.json,7,0,1,1,True
prev_ex_362.json,7,0,1,1,True
ex_1180.json,7,0,0,0,False
ex_1495.json,7,0,0,0,False
ex_3851.json,7,0,0,0,False
ex_3781.json,7,0,1,1,True
ex_916.json,7,1,1,1,True
ex_1616.json,7,0,1,1,True
ex_1246.json,7,0,0,0,False
ex_150.json,7,0,1,1,True
prev_ex_227.json,7,0,0,0,False
ex_2190.json,7,0,0,0,False
ex_1196.json,7,0,1,1,True
ex_2610.json,7,1,1,1,True
ex_2743.json,7,0,1,0,False
ex_1179.json,7,0,1,0,False
prev_ex_231.json,7,0,0,0,False
ex_1483.json,7,0,1,1,True
ex_3514.json,7,0,1,1,True
ex_2240.json,7,0,0,0,False
ex_2186.json,7,0,1,1,True
ex_3847.json,7,0,0,0,False
ex_2485.json,7,0,0,0,False
ex_1895.json,7,0,1,1,True
prev_ex_118.json,7,0,1,0,False
ex_900.json,7,0,1,1,True
ex_3797.json,7,0,0,0,False
ex_2493.json,7,0,1,1,True
ex_238.json,7,0,0,0,False
ex_1968.json,7,0,1,1,True
ex_3778.json,7,0,0,1,False
ex_1591.json,7,0,0,0,False
prev_ex_266.json,7,0,0,1,False
ex_957.json,7,1,1,1,True
ex_668.json,7,0,1,1,True
ex_2094.json,7,0,0,0,False
prev_ex_323.json,7,0,1,1,True
ex_3810.json,7,0,0,1,False
ex_1712.json,7,1,1,1,True
ex_2702.json,7,0,1,0,False
ex_1910.json,7,0,1,0,False
ex_2795.json,7,1,1,1,True
ex_1506.json,7,0,1,1,True
ex_2453.json,7,0,1,0,False
ex_2280.json,7,0,0,0,False
ex_3685.json,7,0,1,1,True
ex_1290.json,7,0,1,0,False
prev_ex_422.json,7,0,0,0,False
ex_2003.json,7,0,1,1,True
ex_539.json,7,0,0,0,False
ex_2146.json,7,0,1,1,True
prev_ex_22.json,7,0,0,1,False
ex_1947.json,7,0,1,1,True
ex_2668.json,7,0,1,1,True
prev_ex_249.json,7,0,0,1,False
ex_1414.json,7,1,1,1,True
ex_352.json,7,0,0,1,False
ex_1101.json,7,0,1,1,True
ex_702.json,7,0,1,1,True
ex_1802.json,7,0,0,0,False
ex_1382.json,7,0,1,0,False
ex_2687.json,7,1,0,0,False
ex_3995.json,7,1,1,1,True
ex_997.json,7,0,1,1,True
ex_3583.json,7,0,1,0,False
prev_ex_160.json,7,1,1,0,True
ex_3700.json,7,0,1,1,True
ex_2111.json,7,0,0,0,False
prev_ex_475.json,7,1,0,1,True
ex_1402.json,7,1,1,1,True
ex_1697.json,7,0,1,1,True
ex_76.json,7,0,1,0,False
ex_651.json,7,0,1,1,True
ex_3983.json,7,0,1,1,True
ex_1814.json,7,0,1,1,True
ex_201.json,7,0,0,0,False
ex_1951.json,7,0,0,1,False
ex_344.json,7,0,0,0,False
ex_597.json,7,0,1,0,False
ex_1052.json,7,0,0,0,False
ex_3653.json,7,0,1,0,False
ex_2412.json,7,0,1,1,True
ex_99.json,7,0,0,0,False
prev_ex_463.json,7,0,1,1,True
ex_578.json,7,1,1,1,True
ex_128.json,7,1,1,1,True
prev_ex_1.json,7,0,0,1,False
ex_1117.json,7,0,0,0,False
ex_2804.json,7,0,1,0,False
ex_1906.json,7,0,0,0,False
ex_2107.json,7,0,0,1,False
ex_256.json,7,1,1,0,True
ex_2279.json,7,0,1,1,True
ex_2783.json,7,0,1,1,True
ex_606.json,7,0,1,1,True
ex_1455.json,7,0,1,1,True
ex_2296.json,7,0,1,0,False
ex_743.json,7,0,1,1,True
ex_2150.json,7,1,0,1,True
ex_485.json,7,0,0,0,False
ex_1793.json,7,0,1,0,False
ex_3556.json,7,0,1,1,True
ex_2015.json,7,0,0,1,False
prev_ex_273.json,7,0,1,1,True
ex_190.json,7,0,0,0,False
ex_1838.json,7,0,0,1,False
ex_2500.json,7,0,0,0,False
ex_368.json,7,0,0,0,False
prev_ex_434.json,7,0,0,0,False
ex_692.json,7,0,0,0,False
ex_1992.json,7,0,0,1,False
ex_2347.json,7,0,1,1,True
ex_3805.json,7,0,1,1,True
ex_1584.json,7,0,1,1,True
ex_554.json,7,1,0,1,True
prev_ex_336.json,7,0,0,0,False
prev_ex_18.json,7,0,1,1,True
ex_2081.json,7,0,0,0,False
ex_3940.json,7,0,1,1,True
ex_387.json,7,0,0,0,False
ex_104.json,7,0,0,0,False
ex_3690.json,7,0,0,0,False
ex_942.json,7,0,1,0,False
ex_411.json,7,0,1,1,True
ex_1707.json,7,0,0,0,False
ex_1642.json,7,0,1,0,False
ex_1212.json,7,0,1,1,True
ex_295.json,7,0,1,0,False
ex_3852.json,7,0,1,1,True
ex_2310.json,7,0,1,1,True
ex_2605.json,7,1,0,1,True
ex_1880.json,7,0,1,1,True
ex_1029.json,7,1,1,1,True
ex_3501.json,7,0,1,1,True
ex_1300.json,7,0,1,1,True
ex_1750.json,7,1,1,1,True
ex_153.json,7,0,1,1,True
ex_3917.json,7,0,1,1,True
ex_3782.json,7,0,1,1,True
prev_ex_418.json,7,0,0,0,False
ex_503.json,7,0,1,0,False
ex_3628.json,7,0,1,0,False
ex_2486.json,7,0,0,1,False
ex_915.json,7,0,1,1,True
prev_ex_232.json,7,0,1,1,True
ex_3517.json,7,0,0,0,False
ex_1615.json,7,0,1,1,True
ex_3844.json,7,0,0,0,False
ex_283.json,7,0,1,0,False
ex_2756.json,7,0,1,1,True
ex_1480.json,7,0,1,1,True
ex_779.json,7,0,1,0,False
prev_ex_59.json,7,0,1,1,True
ex_1195.json,7,0,0,0,False
ex_1896.json,7,0,0,0,False
ex_3813.json,7,0,0,1,False
ex_329.json,7,0,1,1,True
ex_846.json,7,0,0,0,False
ex_1603.json,7,0,0,1,False
ex_3540.json,7,1,1,1,True
prev_ex_320.json,7,1,1,1,True
ex_1438.json,7,0,1,1,True
ex_1087.json,7,0,1,0,False
ex_2214.json,7,0,0,0,False
ex_811.json,7,0,1,1,True
ex_1341.json,7,0,1,1,True
ex_3686.json,7,0,0,0,False
ex_1654.json,7,0,0,0,False
ex_2428.json,7,1,1,0,True
ex_2644.json,7,0,0,0,False
ex_112.json,7,0,0,0,False
ex_2097.json,7,0,1,1,True
ex_954.json,7,0,0,0,False
ex_1623.json,7,0,1,1,True
ex_165.json,7,0,0,0,False
ex_407.json,7,0,1,0,False
ex_535.json,7,0,1,0,False
ex_542.json,7,0,1,0,False
ex_1273.json,7,0,1,0,False
prev_ex_79.json,7,0,0,0,False
ex_2263.json,7,0,1,0,False
prev_ex_357.json,7,0,0,0,False
prev_ex_212.json,7,1,0,0,False
prev_ex_96.json,7,0,1,0,False
ex_1336.json,7,0,1,1,True
ex_3537.json,7,0,1,1,True
ex_2776.json,7,0,0,0,False
ex_427.json,7,0,1,0,False
ex_2633.json,7,0,1,1,True
ex_2326.json,7,0,0,1,False
ex_3649.json,7,0,1,1,True
ex_2058.json,7,0,1,1,True
ex_1361.json,7,0,1,1,True
ex_132.json,7,0,1,1,True
ex_1674.json,7,0,0,0,False
ex_2721.json,7,0,1,1,True
ex_1048.json,7,0,1,1,True
prev_ex_479.json,7,0,0,0,False
ex_974.json,7,0,0,0,False
ex_3560.json,7,0,1,0,False
ex_1398.json,7,0,0,0,False
prev_ex_195.json,7,0,0,0,False
ex_2672.json,7,1,1,1,True
ex_124.json,7,0,1,1,True
prev_ex_480.json,7,1,1,1,True
ex_2388.json,7,0,0,0,False
ex_3960.json,7,0,1,1,True
ex_348.json,7,1,0,1,True
ex_2737.json,7,1,1,1,True
ex_3825.json,7,0,1,1,True
ex_95.json,7,0,1,1,True
ex_2367.json,7,0,1,0,False
ex_1818.json,7,0,1,1,True
ex_1635.json,7,1,1,1,True
ex_173.json,7,0,1,0,False
ex_2019.json,7,0,1,1,True
ex_935.json,7,0,1,1,True
ex_2275.json,7,0,1,1,True
ex_3608.json,7,0,0,1,False
ex_1459.json,7,1,1,1,True
prev_ex_316.json,7,0,1,1,True
ex_2625.json,7,0,0,0,False
ex_2330.json,7,1,1,1,True
ex_2577.json,7,0,1,1,True
ex_3521.json,7,0,1,0,False
ex_3937.json,7,0,1,0,False
ex_2127.json,7,0,0,0,False
ex_1834.json,7,0,0,0,False
ex_3673.json,7,0,0,0,False
ex_671.json,7,0,1,1,True
ex_1137.json,7,0,1,1,True
ex_2432.json,7,0,1,1,True
ex_1971.json,7,1,1,1,True
ex_221.json,7,0,0,1,False
ex_108.json,7,0,1,1,True
ex_2170.json,7,0,0,0,False
ex_1422.json,7,0,1,1,True
ex_3761.json,7,0,0,0,False
ex_1619.json,7,0,0,0,False
ex_3624.json,7,0,0,0,False
ex_2035.json,7,0,1,1,True
ex_1249.json,7,1,1,1,True
ex_2465.json,7,1,0,1,True
ex_763.json,7,0,1,0,False
ex_7.json,7,0,0,0,False
ex_276.json,7,0,0,0,False
ex_3777.json,7,0,0,0,False
ex_519.json,7,1,1,1,True
ex_626.json,7,1,1,1,True
ex_299.json,7,0,1,1,True
ex_1926.json,7,0,0,0,False
ex_2166.json,7,0,1,1,True
ex_1463.json,7,0,1,1,True
ex_2189.json,7,0,0,0,False
ex_3632.json,7,0,1,1,True
ex_2536.json,7,0,0,0,False
ex_17.json,7,1,1,1,True
ex_630.json,7,0,1,1,True
ex_2131.json,7,0,1,1,True
ex_1033.json,7,0,0,0,False
ex_2561.json,7,0,1,1,True
ex_325.json,7,0,0,0,False
ex_2832.json,7,1,1,1,True
ex_3665.json,7,1,0,0,False
ex_1121.json,7,0,1,1,True
ex_2424.json,7,1,1,1,True
ex_1658.json,7,0,1,0,False
ex_1988.json,7,1,1,1,True
ex_1208.json,7,0,1,1,True
ex_2074.json,7,1,1,1,True
ex_1967.json,7,0,0,0,False
ex_722.json,7,0,1,0,False
ex_2219.json,7,0,0,0,False
ex_1434.json,7,1,1,1,True
ex_723.json,7,0,1,0,False
ex_1989.json,7,0,0,0,False
ex_2218.json,7,0,0,0,False
ex_2648.json,7,0,0,0,False
ex_666.json,7,1,1,1,True
ex_1065.json,7,0,1,0,False
ex_2425.json,7,1,1,1,True
ex_959.json,7,0,1,1,True
ex_2560.json,7,0,0,0,False
ex_2075.json,7,0,1,1,True
ex_1177.json,7,0,0,0,False
ex_41.json,7,0,1,1,True
ex_518.json,7,0,0,0,False
ex_1527.json,7,0,1,0,False
ex_1874.json,7,0,1,1,True
ex_2022.json,7,0,1,0,False
ex_1032.json,7,0,1,1,True
ex_1161.json,7,0,0,0,False
ex_3633.json,7,0,0,0,False
ex_261.json,7,0,0,1,False
ex_324.json,7,0,1,1,True
ex_6.json,7,0,1,0,False
ex_298.json,7,0,0,0,False
ex_277.json,7,1,1,1,True
ex_3760.json,7,0,0,0,False
ex_2521.json,7,0,1,1,True
ex_1474.json,7,0,1,0,False
ex_2171.json,7,0,1,0,False
ex_1248.json,7,0,1,1,True
ex_627.json,7,0,0,1,False
ex_2258.json,7,0,0,0,False
ex_3808.json,7,1,1,1,True
ex_1073.json,7,1,1,1,True
ex_2464.json,7,1,0,0,False
ex_670.json,7,0,0,0,False
ex_2599.json,7,0,1,1,True
ex_559.json,7,0,1,1,True
ex_220.json,7,0,0,1,False
ex_2063.json,7,0,0,0,False
ex_2274.json,7,0,1,1,True
ex_1566.json,7,0,1,1,True
ex_3672.json,7,0,0,1,False
ex_2825.json,7,0,1,0,False
ex_3873.json,7,0,1,0,False
ex_1458.json,7,0,1,1,True
ex_3625.json,7,0,0,0,False
ex_3520.json,7,0,1,1,True
ex_1264.json,7,0,1,1,True
ex_522.json,7,0,0,0,False
ex_172.json,7,0,1,0,False
ex_934.json,7,0,1,0,False
ex_2223.json,7,0,1,0,False
ex_488.json,7,0,0,0,False
ex_125.json,7,0,0,0,False
ex_94.json,7,0,1,0,False
ex_2809.json,7,0,1,0,False
ex_3824.json,7,1,1,1,True
ex_1726.json,7,0,1,1,True
ex_1819.json,7,0,0,0,False
ex_2673.json,7,0,1,1,True
ex_1419.json,7,0,0,0,False
ex_2665.json,7,0,1,1,True
ex_3561.json,7,0,1,1,True
ex_719.json,7,0,0,0,False
ex_1376.json,7,0,0,0,False
ex_2059.json,7,0,1,0,False
ex_2720.json,7,0,1,1,True
ex_1675.json,7,0,0,0,False
ex_2409.json,7,0,1,1,True
ex_1730.json,7,0,1,0,False
ex_563.json,7,1,1,1,True
ex_2798.json,7,0,1,1,True
ex_2777.json,7,0,0,0,False
ex_1337.json,7,0,1,1,True
ex_1767.json,7,0,0,0,False
ex_3648.json,7,0,1,1,True
ex_3687.json,7,0,0,0,False
ex_113.json,7,0,1,0,False
ex_3536.json,7,0,1,1,True
ex_955.json,7,1,1,1,True
ex_426.json,7,0,1,1,True
ex_471.json,7,0,0,0,False
ex_2079.json,7,0,0,0,False
ex_3812.json,7,1,1,1,True
ex_685.json,7,0,1,1,True
ex_2700.json,7,0,0,0,False
ex_1439.json,7,0,1,1,True
ex_2429.json,7,0,0,1,False
ex_2350.json,7,0,1,1,True
ex_847.json,7,0,1,1,True
ex_2757.json,7,1,1,1,True
ex_1317.json,7,0,0,1,False
ex_1481.json,7,0,0,0,False
ex_2612.json,7,0,1,1,True
ex_778.json,7,0,1,1,True
ex_1252.json,7,0,0,0,False
ex_797.json,7,1,1,1,True
ex_3900.json,7,0,0,0,False
ex_1897.json,7,0,1,1,True
ex_2307.json,7,0,0,0,False
ex_851.json,7,0,1,0,False
ex_2242.json,7,0,1,1,True
ex_152.json,7,0,0,0,False
ex_2487.json,7,1,1,0,True
ex_3516.json,7,0,1,0,False
ex_2192.json,7,0,1,0,False
ex_914.json,7,0,1,0,False
ex_502.json,7,0,0,0,False
ex_2311.json,7,0,1,1,True
ex_294.json,7,0,1,1,True
ex_3500.json,7,0,0,0,False
ex_1497.json,7,0,1,1,True
ex_1182.json,7,0,0,0,False
ex_3629.json,7,0,1,0,False
ex_806.json,7,0,0,0,False
ex_1356.json,7,0,0,0,False
ex_105.json,7,0,1,0,False
ex_1090.json,7,0,1,1,True
ex_943.json,7,0,0,0,False
ex_410.json,7,0,0,1,False
ex_1028.json,7,0,1,0,False
ex_369.json,7,0,0,0,False
ex_1706.json,7,0,1,0,False
ex_2595.json,7,1,0,0,False
ex_2080.json,7,0,1,1,True
ex_739.json,7,0,1,1,True
ex_3941.json,7,0,1,1,True
ex_1585.json,7,0,1,0,False
ex_3605.json,7,1,0,0,False
ex_2346.json,7,0,1,1,True
ex_1792.json,7,0,1,1,True
ex_2203.json,7,0,1,1,True
ex_2628.json,7,1,1,1,True
ex_257.json,7,0,0,1,False
ex_3890.json,7,1,1,1,True
ex_20.json,7,1,1,1,True
ex_1287.json,7,0,0,0,False
ex_2501.json,7,0,0,0,False
ex_607.json,7,0,1,0,False
ex_1141.json,7,0,1,1,True
ex_2805.json,7,0,0,0,False
ex_596.json,7,1,0,1,True
ex_742.json,7,0,1,1,True
ex_3717.json,7,1,1,0,True
ex_312.json,7,1,1,1,True
ex_2043.json,7,0,0,0,False
ex_2413.json,7,0,0,1,False
ex_2556.json,7,1,1,1,True
ex_345.json,7,0,1,1,True
ex_1053.json,7,0,0,0,False
ex_1546.json,7,1,1,1,True
ex_1511.json,7,0,1,1,True
ex_1116.json,7,0,0,1,False
ex_1679.json,7,1,1,1,True
ex_715.json,7,1,1,1,True
ex_979.json,7,0,1,0,False
ex_650.json,7,0,0,0,False
ex_1229.json,7,0,1,1,True
ex_580.json,7,0,0,0,False
ex_2405.json,7,0,1,1,True
ex_996.json,7,0,1,0,False
ex_2110.json,7,0,0,0,False
ex_1946.json,7,1,1,1,True
ex_1803.json,7,0,0,0,False
ex_3994.json,7,0,1,1,True
ex_2239.json,7,0,1,1,True
ex_2002.json,7,0,0,0,False
ex_538.json,7,0,1,0,False
ex_2147.json,7,0,1,1,True
ex_3613.json,7,0,0,0,False
ex_36.json,7,0,0,0,False
ex_1854.json,7,0,0,0,False
ex_1911.json,7,0,1,1,True
ex_1507.json,7,0,1,1,True
ex_476.json,7,0,1,1,True
ex_2794.json,7,0,0,0,False
ex_2009.json,7,1,1,1,True
ex_2459.json,7,1,0,1,True
ex_1442.json,7,0,1,0,False
ex_2686.json,7,0,0,0,False
ex_925.json,7,0,0,0,False
ex_1625.json,7,0,0,0,False
ex_860.json,7,1,1,0,True
ex_163.json,7,1,1,1,True
ex_3862.json,7,0,1,1,True
ex_2320.json,7,1,1,1,True
ex_837.json,7,0,1,1,True
ex_3531.json,7,0,1,1,True
ex_2398.json,7,0,1,1,True
ex_3927.json,7,0,1,1,True
ex_1672.json,7,0,0,0,False
ex_2232.json,7,0,1,1,True
ex_2377.json,7,0,1,1,True
ex_85.json,7,0,0,1,False
ex_2048.json,7,0,0,0,False
ex_964.json,7,0,0,0,False
ex_1234.json,7,0,1,1,True
ex_1721.json,7,0,0,0,False
ex_1808.json,7,0,0,0,False
ex_122.json,7,0,1,1,True
ex_3966.json,7,0,1,1,True
ex_3989.json,7,0,1,1,True
ex_93.json,7,0,1,1,True
ex_1408.json,7,0,0,1,False
ex_1058.json,7,0,1,1,True
ex_3570.json,7,0,1,1,True
ex_2731.json,7,0,0,0,False
ex_1633.json,7,0,1,1,True
ex_175.json,7,0,1,1,True
ex_2623.json,7,0,1,1,True
ex_2273.json,7,1,1,1,True
ex_525.json,7,0,1,1,True
ex_749.json,7,0,1,1,True
ex_2336.json,7,0,0,0,False
ex_2789.json,7,0,1,1,True
ex_3527.json,7,0,1,0,False
ex_2121.json,7,0,1,1,True
ex_2571.json,7,0,1,1,True
ex_319.json,7,0,0,0,False
ex_3730.json,7,0,0,1,False
ex_2766.json,7,0,0,0,False
ex_3675.json,7,0,1,1,True
ex_2434.json,7,1,1,1,True
ex_1131.json,7,0,1,1,True
ex_3788.json,7,0,1,1,True
ex_2064.json,7,0,1,0,False
ex_1998.json,7,0,0,0,False
ex_1218.json,7,0,1,0,False
ex_3767.json,7,0,1,0,False
ex_3858.json,7,0,1,1,True
ex_1023.json,7,0,0,1,False
ex_270.json,7,0,1,1,True
ex_1259.json,7,0,1,1,True
ex_1.json,7,0,0,0,False
ex_1189.json,7,1,1,1,True
ex_765.json,7,0,0,0,False
ex_909.json,7,0,1,1,True
ex_1609.json,7,0,1,1,True
ex_773.json,7,0,1,1,True
ex_2025.json,7,0,0,0,False
ex_289.json,7,1,1,1,True
ex_2530.json,7,0,0,1,False
ex_1520.json,7,0,1,1,True
ex_323.json,7,0,1,1,True
ex_2160.json,7,0,1,0,False
ex_266.json,7,0,0,0,False
ex_1873.json,7,1,1,1,True
ex_2834.json,7,1,1,1,True
ex_2567.json,7,0,1,1,True
ex_548.json,7,0,1,1,True
ex_3819.json,7,0,0,0,False
ex_2588.json,7,0,0,0,False
ex_1127.json,7,1,1,1,True
ex_2072.json,7,0,0,0,False
ex_1062.json,7,0,0,1,False
ex_1598.json,7,0,1,0,False
ex_1577.json,7,0,1,1,True
ex_2137.json,7,0,1,1,True
ex_46.json,7,0,1,1,True
ex_118.json,7,0,0,1,False
ex_2793.json,7,1,1,1,True
ex_1432.json,7,0,0,0,False
ex_2269.json,7,0,1,1,True
ex_616.json,7,0,1,0,False
ex_303.json,7,1,1,1,True
ex_1500.json,7,0,1,1,True
ex_1853.json,7,0,0,0,False
ex_246.json,7,0,1,0,False
ex_929.json,7,1,1,1,True
ex_31.json,7,0,0,0,False
ex_2140.json,7,1,1,1,True
ex_2005.json,7,0,0,0,False
ex_1783.json,7,0,1,1,True
ex_2510.json,7,1,0,1,True
ex_180.json,7,0,1,1,True
ex_1296.json,7,1,1,0,True
ex_66.json,7,0,0,0,False
ex_1412.json,7,0,0,0,False
ex_2843.json,7,0,0,0,False
ex_211.json,7,0,0,0,False
ex_354.json,7,1,1,1,True
ex_1804.json,7,0,1,1,True
ex_641.json,7,0,0,0,False
ex_3839.json,7,0,1,0,False
ex_2681.json,7,0,1,1,True
ex_89.json,7,0,0,1,False
ex_2394.json,7,0,0,0,False
ex_2052.json,7,1,1,1,True
ex_1384.json,7,0,1,1,True
ex_3993.json,7,0,0,0,False
ex_991.json,7,0,1,0,False
ex_1691.json,7,0,1,1,True
ex_2814.json,7,0,1,1,True
ex_138.json,7,0,1,0,False
ex_3593.json,7,0,1,1,True
ex_2547.json,7,0,1,1,True
ex_1054.json,7,0,0,0,False
ex_1541.json,7,0,0,0,False
ex_657.json,7,0,0,0,False
ex_712.json,7,1,0,1,True
ex_2382.json,7,0,1,1,True
ex_342.json,7,0,1,1,True
ex_1812.json,7,0,0,0,False
ex_2414.json,7,0,0,0,False
ex_1392.json,7,0,0,0,False
ex_2101.json,7,0,1,1,True
ex_2802.json,7,0,1,1,True
ex_987.json,7,0,1,1,True
ex_591.json,7,0,0,0,False
ex_2290.json,7,1,1,1,True
ex_600.json,7,0,0,0,False
ex_1516.json,7,1,1,1,True
ex_3897.json,7,1,1,1,True
ex_27.json,7,0,0,1,False
ex_1003.json,7,0,1,1,True
ex_1146.json,7,0,0,0,False
ex_2443.json,7,1,1,1,True
ex_196.json,7,0,0,0,False
ex_2506.json,7,0,1,1,True
ex_1238.json,7,0,0,0,False
ex_1280.json,7,0,0,0,False
ex_2156.json,7,1,0,1,True
ex_2711.json,7,1,1,0,True
ex_2341.json,7,0,1,1,True
ex_3946.json,7,0,1,1,True
ex_694.json,7,0,1,0,False
ex_801.json,7,0,1,1,True
ex_3550.json,7,0,1,1,True
ex_2592.json,7,1,1,1,True
ex_1078.json,7,0,1,1,True
ex_1351.json,7,0,1,1,True
ex_2068.json,7,0,0,1,False
ex_1214.json,7,0,0,1,False
ex_552.json,7,0,1,1,True
ex_2316.json,7,1,1,1,True
ex_293.json,7,1,1,1,True
ex_417.json,7,0,0,0,False
ex_944.json,7,0,0,0,False
ex_1869.json,7,0,0,0,False
ex_2746.json,7,0,1,1,True
ex_2480.json,7,0,1,1,True
ex_786.json,7,0,0,0,False
ex_1185.json,7,0,1,1,True
ex_2603.json,7,1,1,1,True
ex_155.json,7,0,0,0,False
ex_505.json,7,0,1,1,True
ex_1613.json,7,0,1,1,True
ex_3854.json,7,0,1,1,True
ex_3784.json,7,1,1,1,True
ex_3842.json,7,0,1,1,True
ex_2750.json,7,0,1,0,False
ex_1756.json,7,0,1,1,True
ex_1486.json,7,0,0,0,False
ex_285.json,7,0,0,1,False
ex_790.json,7,0,0,0,False
ex_2245.json,7,1,1,1,True
ex_1890.json,7,0,1,1,True
ex_2300.json,7,0,1,1,True
ex_1740.json,7,0,0,0,False
ex_1039.json,7,0,0,0,False
ex_456.json,7,0,1,0,False
ex_1605.json,7,0,0,0,False
ex_3792.json,7,1,1,1,True
ex_2029.json,7,0,1,1,True
ex_1310.json,7,0,0,0,False
ex_3546.json,7,0,1,1,True
ex_1828.json,7,0,0,1,False
ex_1081.json,7,0,1,1,True
ex_682.json,7,0,1,0,False
ex_2642.json,7,0,1,0,False
ex_3815.json,7,0,1,1,True
ex_378.json,7,1,0,1,True
ex_728.json,7,0,0,0,False
ex_2584.json,7,0,0,0,False
ex_1982.json,7,0,1,0,False
ex_1203.json,7,1,0,1,True
ex_1346.json,7,0,1,0,False
ex_2091.json,7,0,0,0,False
ex_2585.json,7,0,1,0,False
ex_1080.json,7,0,0,0,False
ex_379.json,7,1,1,1,True
ex_3814.json,7,0,1,0,False
ex_1829.json,7,1,1,0,True
ex_1653.json,7,0,0,0,False
ex_2356.json,7,0,0,0,False
ex_2090.json,7,0,1,0,False
ex_683.json,7,1,1,1,True
ex_396.json,7,0,1,1,True
ex_2643.json,7,0,1,1,True
ex_3951.json,7,0,1,1,True
ex_2028.json,7,0,0,0,False
ex_1311.json,7,0,0,1,False
ex_512.json,7,0,1,1,True
ex_2213.json,7,1,0,1,True
ex_2182.json,7,0,1,0,False
ex_457.json,7,0,1,1,True
